method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Feet,_3D,True,0,0,Straight,Same,0,3,30,0,21.73482,138.63,125.66,154.7801,0,0,31.23196,22.81229,735.8154,67042,101795,56258,115947
Feet,_3D,True,1,23.35999,Right,Same,168.5298,3,171.4133,0,260.9695,494.72,290.46,456.26,0,0,233.9867,538.8983,5513.93,179462,95870,183641,182229
Feet,_3D,False,2,57.82001,Left,Up,168.5298,41.2026,388.071,4.09037,676.5378,639.8699,439.5599,698.7701,0,0,1734.216,568.0098,4849.799,56167,417625,77940,176148
Feet,_3D,True,3,63.67999,Left,Up,2.560349,79.4052,527.3359,0,742.5051,174.15,136.87,199.8999,0,0,68.37119,402.2404,758.9884,0,41545,0,23309
Feet,_3D,True,4,82.94,Left,Same,-214.0974,79.4052,489.1333,0,984.1708,390.7799,297.61,363.0099,0,0,223.6996,150.8797,2270.622,142438,140744,80964,73821
Feet,_3D,False,5,125.68,Right,Up,-380.0668,117.6078,628.3982,4.620328,1448.177,684.8398,335.51,671.77,0,0,328.1268,1763.974,9592.445,133207,41253,162159,222358
Feet,_3D,True,6,130.78,Right,Down,-380.0667,79.4052,845.0559,0,1499.557,190.66,139.33,184.45,0,0,56.79831,27.62442,19.83965,18434,0,0,0
Feet,_3D,True,7,153.3,Right,Up,-214.0973,117.6078,984.3208,0,1763.642,433.99,268.85,480.0302,0,0,174.3953,546.3484,1569.497,2480,16486,18934,155970
Feet,_3D,True,8,174.88,Straight,Same,-45.5675,117.6078,1125.734,0,1994.214,497.03,277.94,342.2199,0,0,209.4206,917.9023,2706.23,37949,143910,0,27506
Feet,_3D,False,9,202.9,Straight,Down,120.4019,79.4052,1264.999,6.650754,2333.079,548.4801,370.0901,505.14,0,0,214.4386,182.0875,1956.874,165770,0,67865,10955
Feet,_3D,False,10,233.46,Left,Same,120.402,79.4052,1484.999,23.17148,2639.619,678.8899,379.08,592.7998,0,0,675.02,1355.847,2051.611,173384,33614,71552,47265
Feet,_3D,False,11,255.16,Right,Down,286.3714,41.2026,1624.264,124.2722,2980.045,466.0501,304.02,410.67,0,0,222.9577,331.3046,2391.451,27678,69743,71259,36271
Feet,_3D,False,12,268,Left,Same,286.3715,41.2026,1844.264,8.591078,3200.646,388.91,224.71,328.2499,0,0,597.5499,484.2852,1930.672,73715,36489,51555,40307
Feet,_3D,False,13,275.34,Right,Down,452.3409,2.999992,1983.529,15.19809,3353.428,398.38,200.8699,372.53,0,0,146.9071,96.811,1195.707,11822,22600,0,0
Feet,_3D,False,14,287.32,Left,Up,452.3409,41.20259,2200.186,68.54668,3584.314,393.26,198.32,353.92,0,0,155.4539,164.3618,1909.964,61468,38406,19627,0
Feet,_3D,True,15,294.8,Straight,Down,452.341,2.999992,2416.844,0,3705.82,272.9901,172.12,226.31,0,0,106.7605,772.1157,771.4613,38802,0,44031,0
