method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Feet,_2D,True,0,0,Straight,Same,0,3,30,0,23.19013,276.94,441.67,248.18,0,0,23.33415,376.0885,11.66322,0,96,0,3269
Feet,_2D,True,1,10.68001,Right,Same,168.5298,3,171.4133,0,262.9212,482.5301,592.3702,378.3101,0,0,101.6325,1945.708,2581.297,0,0,16252,34182
Feet,_2D,True,2,19.44,Straight,Same,337.0596,3,312.8265,0,485.8822,418.61,556.61,318.29,0,0,97.48094,465.1307,411.7647,18067,27947,4232,27599
Feet,_2D,True,3,32.68001,Left,Same,337.0596,3,532.8265,0,767.584,518.8199,586.9402,392.73,0,0,156.3488,1754.976,3329.883,46116,111827,21950,43795
Feet,_2D,True,4,42.06,Straight,Same,337.0596,3,752.8265,0,1007.205,429.9799,569.0198,359.4301,0,0,100.7556,90.15034,60.71617,23719,57752,14096,53353
Feet,_2D,True,5,53.56,Left,Same,168.5298,3,894.2398,0,1255.741,437.8699,563.5298,343.7701,0,0,141.2502,942.0503,2232.761,48039,60604,19601,47076
Feet,_2D,True,6,63.16,Right,Same,168.5298,3,1114.24,0,1496.076,394.3199,567.03,366.7401,0,0,109.4221,1565.274,2575.566,4039,17135,13362,33632
Feet,_2D,False,7,82.12,Left,Same,3.051758E-05,3,1255.653,7.47135,1923.096,558,635.6802,471.8803,0,0,602.0811,783.2708,4813.826,79688,116227,55239,101665
Feet,_2D,True,8,86.02,Straight,Same,-168.5298,3,1397.066,0,2033.468,337.81,463.7,297.47,0,0,42.54221,749.6313,377.6854,0,6304,6650,14487
Feet,_2D,True,9,95.12,Right,Same,-168.5298,3,1617.066,0,2268.493,420.3,561.3199,333.5699,0,0,104.8567,836.019,2213.474,129,22280,15313,39901
Feet,_2D,True,10,102.88,Straight,Same,-168.5298,3,1837.066,0,2491.706,384.3302,550.87,328.2901,0,0,86.45908,436.537,3290.762,7235,22496,24209,45359
Feet,_2D,False,11,127.72,Left,Same,-337.0595,3,1978.48,7.436515,3013.22,727.2899,754.1196,559.47,0,0,2093.12,1965.058,3426.314,103629,124356,71859,154755
Feet,_2D,True,12,133.46,Right,Same,-337.0595,3,2198.48,0,3142.45,355.7801,506.15,318.8999,0,0,75.95926,757.0007,391.6089,0,5,6266,18410
Feet,_2D,True,13,155.12,Left,Same,-505.5893,3,2339.893,0,3575.265,700.1599,661.8199,561.2003,0,0,952.9037,1660.207,2688.705,152803,132556,7727,36083
Feet,_2D,False,14,174.24,Right,Same,-505.5893,3,2559.893,7.530831,3974.287,634.4502,684.98,514.7799,0,0,228.5184,894.4122,4822.736,41284,136969,27838,61007
Feet,_2D,True,15,181.7,Left,Same,-674.1191,3,2701.306,0,4151.938,403.1301,540.4801,330.7101,0,0,87.97943,1523.418,406.1515,3973,13762,4119,12825
