method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Head,_3D,True,0,0,Straight,Same,0,3,30,0,23.00325,85.43999,51.00005,55.99002,0,0,1869.291,416.5118,36.18381,39022,128952,12415,39811
Head,_3D,True,1,11.89999,Right,Same,168.5298,3,171.4133,0,275.0755,549.39,202.21,197.84,0,0,2711.058,899.566,1177.333,48922,200044,4036,43215
Head,_3D,False,2,28.01999,Left,Up,168.5298,41.2026,388.071,6.964427,695.0334,754.9199,291.63,384.56,0,0,1803.558,1745.182,1609.13,45425,285066,31387,81968
Head,_3D,False,3,37.5,Straight,Same,168.5298,41.2026,608.071,11.40784,970.2889,406.82,175.78,221.55,0,0,1993.302,1334.797,801.3503,57932,157058,43260,64158
Head,_3D,True,4,40.95999,Left,Up,2.560349,79.4052,747.3359,0,1071.282,85.07002,45.84,67.83003,0,0,793.0825,411.8079,27.29361,28548,59657,17841,27251
Head,_3D,False,5,55.20001,Left,Up,-210.8058,117.6078,709.7137,5.601608,1440.123,583.8099,269.39,257.02,0,0,2486.167,1793.42,507.2187,91215,226530,74632,97598
Head,_3D,True,6,59.39999,Straight,Same,-427.4636,117.6078,671.5111,0,1559.289,126.17,66.29999,80.87,0,0,474.4385,417.1719,29.60965,36506,74594,18723,34538
Head,_3D,True,7,70.41998,Right,Down,-593.433,79.4052,810.776,0,1800.092,325.04,167.36,138.9001,0,0,928.0068,1625.181,97.34021,87768,175703,52244,68345
Head,_3D,False,8,86.84,Right,Up,-593.433,117.6078,1027.434,7.265729,2209.026,585.1902,270.55,284.04,0,0,2136.735,2095.195,1222.796,141972,260600,82804,90954
Head,_3D,True,9,89.67999,Right,Down,-427.4635,79.4052,1166.699,0,2278.087,60.12001,53.59999,64.84999,0,0,458.6237,390.1786,28.55505,28658,47160,16016,19313
Head,_3D,True,10,100.08,Straight,Down,-261.4941,41.2026,1305.964,0,2508.441,277.72,161.27,196.46,0,0,1377.138,3360.04,433.9438,85790,160108,65217,45590
Head,_3D,False,11,116.42,Left,Down,-261.494,3.000004,1522.621,6.414972,2901.823,438.9901,270.68,326.48,0,0,2471.095,2167.836,489.6178,169500,253727,128371,103916
Head,_3D,True,12,118.92,Right,Same,-92.96425,3.000004,1664.034,0,2991.201,105.3,71.77,81.48999,0,0,1107.414,388.9684,26.72812,23199,33725,10507,9571
Head,_3D,True,13,126.42,Straight,Up,73.00522,41.20261,1803.299,0,3223.282,175.34,140.01,83.86996,0,0,1226.434,1545.657,66.98932,86998,108744,55683,48994
Head,_3D,True,14,135.02,Right,Down,286.3714,3.000011,1765.677,0,3471.681,200.77,221.39,121.48,0,0,2661.369,508.359,66.3736,84357,120102,53984,67880
Head,_3D,True,15,144.44,Left,Same,454.9012,3.000011,1907.09,0,3727.669,265.37,205.48,218.32,0,0,2627.824,1317.344,432.0145,98821,140390,68418,56806
