method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_2D,True,0,0,Straight,Same,0,3,30,0,23.75523,98.92999,46.37,41.80002,0,0,39.45135,735.2061,19.72853,0,10010,0,31550
Hand,_2D,True,1,9,Straight,Same,0,3,250,0,247.6229,500.03,176.2,167.04,0,0,81.77348,1531.963,767.7853,0,5089,0,61917
Hand,_2D,True,2,19.02,Right,Same,168.5298,3,391.4133,0,471.2137,501.9,123.51,203,0,0,83.97636,815.8116,49.45609,0,61248,0,79125
Hand,_2D,True,3,31.40001,Left,Same,168.5298,3,611.4133,0,736.0023,473.6401,178,161.58,0,0,102.3314,958.9771,789.0973,0,75177,0,92204
Hand,_2D,True,4,40.7,Straight,Same,168.5298,3,831.4133,0,961.2892,479.8,133.22,158.43,0,0,72.76381,449.891,411.2279,0,57258,0,81234
Hand,_2D,True,5,52.54001,Right,Same,337.0595,3,972.8265,0,1218.734,675.71,211.68,240.19,0,0,105.0271,897.4462,2230.236,15551,75199,0,120499
Hand,_2D,True,6,67.92,Left,Same,337.0595,3,1192.827,0,1552.551,997.8101,246.2801,303.83,0,0,160.4644,1293.501,4071.47,44394,79806,0,129382
Hand,_2D,True,7,78.02,Straight,Same,337.0595,3,1412.827,0,1782.052,564.76,179.65,198.51,0,0,85.00627,473.8595,58.39859,43478,62967,3822,105774
Hand,_2D,True,8,87.98,Right,Same,505.5893,3,1554.24,0,2019.921,630.76,177.54,107.26,0,0,83.4579,97.09518,1502.146,12454,67875,0,104466
Hand,_2D,True,9,97.3,Left,Same,505.5893,3,1774.24,0,2241.206,371.6699,105.18,147.98,0,0,84.5238,795.8187,423.7809,41437,59527,19643,113551
Hand,_2D,True,10,105.94,Straight,Same,505.5893,3,1994.24,0,2466.812,547.28,120.51,122.51,0,0,69.52829,794.933,411.6548,34932,51011,22200,96720
Hand,_2D,True,11,115.08,Right,Same,674.1191,3,2135.653,0,2695.208,502.7,125.08,133.36,0,0,81.84714,820.8547,3650.529,51082,54887,37706,102073
Hand,_2D,True,12,124.42,Left,Same,674.1191,3,2355.653,0,2920.366,543.41,172.53,165.15,0,0,82.40279,1174.892,4013.823,63044,66268,42348,114414
Hand,_2D,True,13,134.4,Left,Same,505.5893,3,2497.066,0,3143.997,503.8799,124.06,154.28,0,0,85.83485,440.4962,4731.555,65416,61136,26423,111963
Hand,_2D,True,14,144.5,Left,Same,288.9316,3,2458.864,0,3378.82,728,186.7,220.81,0,0,95.15805,480.3255,1146.507,62939,60588,47584,126174
Hand,_2D,True,15,152.74,Right,Same,120.4018,3,2600.277,0,3607.461,448.79,142.15,122.26,0,0,85.32076,437.1448,3656.184,37049,45105,37434,101967
