method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Head,_2D,True,0,0,Straight,Same,0,3,30,0,22.30837,71.71001,91.74001,50.41997,0,0,1154.974,1468.182,26.06877,0,23438,0,19715
Head,_2D,True,1,22.95999,Straight,Same,0,3,250,0,246.138,316.7,205.4701,286.02,0,0,3096.642,3012.506,830.967,0,49816,0,41565
Head,_2D,True,2,40.54001,Right,Same,168.5298,3,391.4133,0,469.4462,298.61,177.1,200.41,0,0,4159.285,1192.343,1188.595,0,38387,0,32358
Head,_2D,True,3,58.16,Left,Same,168.5298,3,611.4133,0,710.481,420.5199,233.1,269.21,0,0,3081.263,1219.593,1569.02,0,39222,0,33466
Head,_2D,True,4,74.51999,Straight,Same,168.5298,3,831.4133,0,933.2602,278.22,190.58,163.42,0,0,3806.33,1204.947,1543.936,0,36068,0,30990
Head,_2D,True,5,88.76001,Right,Same,337.0595,3,972.8265,0,1161.866,352.48,225.82,205.4,0,0,3430.121,1182.917,469.1091,0,31649,0,27640
Head,_2D,True,6,103.48,Left,Same,337.0595,3,1192.827,0,1397.415,319.9,214.4901,191.04,0,0,3070.893,1613.965,2262.689,0,33001,0,28877
Head,_2D,True,7,116.42,Straight,Same,337.0595,3,1412.827,0,1620.345,219.51,223.2001,149.41,0,0,2708.689,3327.354,794.5139,0,29294,0,26139
Head,_2D,True,8,130.14,Right,Same,505.5893,3,1554.24,0,1855.016,229.62,215,133.95,0,0,3052.146,2997.221,444.7537,0,31753,0,27096
Head,_2D,True,9,144.36,Left,Same,505.5893,3,1774.24,0,2102.433,259.78,192.61,198.91,0,0,3088.135,1256.061,1533.271,0,32890,0,28782
Head,_2D,True,10,157.22,Straight,Same,505.5893,3,1994.24,0,2324.288,251.51,175.76,127.22,0,0,3065.63,2255.192,79.45523,0,30225,0,26214
Head,_2D,True,11,171.52,Right,Same,674.1191,3,2135.653,0,2553.484,516.2399,250.82,269.7701,0,0,3093.908,1955.393,2637.937,0,33664,0,30134
Head,_2D,True,12,186.04,Left,Same,674.1191,3,2355.653,0,2782.463,297.2,224.97,188.1801,0,0,3088.563,1612.993,1178.429,0,33795,0,31448
Head,_2D,True,13,199.6,Left,Same,505.5893,3,2497.066,0,3009.481,369.0099,213.82,246.91,0,0,3805.573,2326.822,812.2418,0,31856,0,29677
Head,_2D,True,14,212.56,Left,Same,288.9316,3,2458.864,0,3239.11,327.13,237.81,190.31,0,0,2773.473,1601.281,1536.933,0,30508,0,28914
Head,_2D,True,15,226.08,Right,Same,120.4018,3,2600.277,0,3476.557,476.33,215.2599,230.97,0,0,3119.957,1628.542,834.9046,0,32662,0,30395
