method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_3D,True,0,0,Straight,Same,0,3,30,0,24.92036,39.59995,33.30002,18.73001,0,0,416.6747,386.2216,22.17059,30473,59296,30322,89782
Hand,_3D,True,1,9.98,Straight,Same,0,3,250,0,243.3498,89.42999,169.31,67.64996,0,0,1600.24,1905.703,427.043,83821,118363,82454,129164
Hand,_3D,True,2,19.12,Right,Same,168.5298,3,391.4133,0,483.3811,227.56,184.66,83.86998,0,0,3774.033,2663.238,804.562,80524,106503,92231,126662
Hand,_3D,False,3,37.22,Left,Up,168.5298,41.2026,608.071,7.074299,905.6136,1126.96,260.8201,258.11,0,23,1706.234,731.4243,2706.021,142288,163490,143530,240141
Hand,_3D,True,4,41.86,Straight,Up,168.5298,79.4052,824.7287,0,1028.863,266.17,68.71997,66.84999,0,5,785.7272,439.8381,403.2841,35480,34477,27083,56431
Hand,_3D,True,5,50.5,Straight,Down,168.5298,41.2026,1041.386,0,1269.262,431.76,153.1999,95.31003,-13,1,847.4058,851.2496,1506.712,75234,75853,76309,122762
Hand,_3D,True,6,57.38,Straight,Up,168.5298,79.4052,1258.044,0,1494.065,256.49,101.59,105.16,0,11,1534.652,440.7229,422.3676,52776,68012,63753,97999
Hand,_3D,True,7,65.89999,Right,Down,334.4992,41.20259,1397.309,0,1741.306,291.9701,133.94,131.88,-18,0,478.1525,1173.168,1874.71,69826,86191,77623,121615
Hand,_3D,True,8,84.12,Left,Up,334.4992,79.4052,1613.967,0,2224.295,658.2999,275.22,270.6801,-12,22,2056.896,1114.107,4500.027,143388,166096,140791,247867
Hand,_3D,False,9,98.53999,Left,Down,168.5298,41.20259,1753.232,4.068717,2631.269,650.73,238.57,203.29,-20,17,261.0295,932.9797,3371.546,102152,105472,109260,204992
Hand,_3D,False,10,105.54,Right,Up,168.5297,79.40519,1969.889,15.69752,2831.584,292.6201,123.71,119.4,0,19,555.7633,477.3495,1168.569,46531,36638,52622,99942
Hand,_3D,True,11,108.66,Right,Up,334.4991,117.6078,2109.154,0,2932.332,167.68,69.39,51.47003,-5,1,771.5868,416.8523,743.9703,22107,18311,25328,40207
Hand,_3D,True,12,118.52,Left,Down,334.4991,79.40519,2325.812,0,3216.874,550.1,159.3,176.08,-14,2,921.4073,598.1132,1180.665,85076,56656,86954,137990
Hand,_3D,True,13,127.44,Right,Down,500.4685,41.20259,2465.077,0,3473.403,364.02,157.56,151.93,-10,0,495.9938,131.3558,1160.108,72338,44536,81230,127291
Hand,_3D,False,14,144.98,Left,Down,500.4685,2.999996,2681.735,8.407636,3980.341,693.6599,330.1299,252.5099,-20,1,3505.307,1396.382,1975.081,139616,87179,152007,238075
Hand,_3D,True,15,146.7,Left,Same,331.9387,2.999996,2823.148,0,4033.76,37.52,59.78001,19.09001,-2,0,33.71944,14.17188,11.8351,15167,14094,16531,25188
