method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Head,_3D,True,0,0,Straight,Same,0,3,30,0,23.49853,205.76,44.39999,52.42999,0,0,49.2588,752.4788,16.28258,0,0,0,0
Head,_3D,True,1,13.86,Right,Same,168.5298,3,171.4133,0,259.1695,400.35,121.63,151.81,0,0,549.1267,1591.708,2943.356,0,767,0,0
Head,_3D,True,2,27.16,Left,Up,168.5298,41.2026,388.071,0,500.097,311.76,141.3,160.98,0,0,2049.433,2408.78,428.7521,0,0,0,2299
Head,_3D,True,3,40.78,Left,Up,2.560349,79.4052,527.3359,0,738.0441,315.97,107.69,154.7501,0,0,2411.496,2345.702,780.8058,0,0,0,0
Head,_3D,True,4,53.72,Left,Same,-214.0974,79.4052,489.1333,0,979.5222,377.9401,132.19,173.63,0,0,1303.919,1964.229,421.6558,0,0,0,704
Head,_3D,True,5,66.34,Right,Up,-380.0668,117.6078,628.3982,0,1216.364,309.7399,134.39,174.7001,0,0,3084.139,1614.525,418.7238,0,0,0,0
Head,_3D,True,6,78.34,Right,Down,-380.0667,79.4052,845.0559,0,1460.223,308.7099,116.41,158.89,0,0,1308.887,2317.568,420.2551,0,48,0,0
Head,_3D,True,7,89.81999,Right,Up,-214.0973,117.6078,984.3208,0,1699.734,288.22,116.12,159.47,0,0,1673.862,1975.816,779.0729,0,0,0,0
Head,_3D,True,8,101.58,Straight,Same,-45.5675,117.6078,1125.734,0,1928.732,331.4999,148.78,181.98,0,0,1688.327,2617.603,780.5808,0,613,0,0
Head,_3D,True,9,113,Straight,Down,120.4019,79.4052,1264.999,0,2162.575,336,147.77,168.53,0,0,1679,2665.35,774.4342,0,103,0,0
Head,_3D,True,10,125.46,Left,Same,120.402,79.4052,1484.999,0,2403.094,352.73,142.34,188.86,0,0,2407.917,2012.701,786.8372,0,58,0,0
Head,_3D,True,11,138.2,Right,Down,286.3714,41.2026,1624.264,0,2648.689,363.03,129.54,170.0199,0,0,1669.627,1961.905,58.90366,0,0,0,0
Head,_3D,True,12,151.84,Left,Same,286.3715,41.2026,1844.264,0,2894.369,387.02,195.57,241.11,0,0,2432.794,2021.451,806.8891,0,3495,0,0
Head,_3D,True,13,164.46,Right,Down,452.3409,2.999992,1983.529,0,3138.516,374.86,157.63,198.14,0,0,1668.804,1582.96,780.2682,0,159,0,0
Head,_3D,False,14,184.72,Left,Up,452.3409,41.20259,2200.186,8.146495,3500.301,446.6298,230.79,279.7801,0,0,3673.765,3841.038,456.0529,0,1612,0,51
Head,_3D,True,15,190.64,Straight,Down,452.341,2.999992,2416.844,0,3611.587,310.01,91.05998,141.1,0,0,1181.68,1130.622,392.5336,0,0,0,0
