method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_2D,True,0,0,Straight,Same,0,3,30,0,23.65562,27.85001,48.59003,18.28998,0,0,392.1332,737.7671,14.51384,40421,37122,26250,34762
Hand,_2D,True,1,11.16,Straight,Same,0,3,250,0,241.538,84.57004,149.5399,37.09003,0,0,1562.014,4006.906,3276.96,128323,129765,103317,124972
Hand,_2D,True,2,26.24001,Right,Same,168.5298,3,391.4133,0,530.3494,258.92,154.45,86.67996,0,0,3008.083,528.5208,1165.099,160098,175743,142173,173677
Hand,_2D,True,3,44.64,Left,Same,168.5298,3,611.4133,0,841.863,339.3899,189.24,136.4901,0,0,2320.092,2079.742,2973.119,204436,236277,105397,201782
Hand,_2D,True,4,56.42,Straight,Same,168.5298,3,831.4133,0,1068.862,235.84,117.29,80.04007,0,0,2273.412,2599.376,2210.945,110363,134078,87761,124235
Hand,_2D,True,5,69.5,Right,Same,337.0595,3,972.8265,0,1300.055,372.95,137.35,74.62001,0,0,2991.901,458.4929,1865.649,136617,157939,118674,157617
Hand,_2D,True,6,87.42,Left,Same,337.0595,3,1192.827,0,1610.328,463.2201,142.6199,135.2,0,0,3020.658,1054.377,1913.47,183990,202111,145104,195882
Hand,_2D,True,7,103.96,Straight,Same,337.0595,3,1412.827,0,1875.374,544.26,109.01,112.97,0,0,2290.902,539.3732,1888.535,151014,170499,125697,172989
Hand,_2D,True,8,116.74,Right,Same,505.5893,3,1554.24,0,2091.568,319.7501,146.49,57.03001,0,0,1921.834,1558.828,4014.558,133693,148143,116438,156397
Hand,_2D,True,9,133.62,Left,Same,505.5893,3,1774.24,0,2367.088,512.6199,112.08,95.18994,0,0,3023.3,519.6429,817.1081,139141,151660,117138,156292
Hand,_2D,True,10,147.44,Straight,Same,505.5893,3,1994.24,0,2591.617,435.41,118.1101,101,0,0,3368.393,424.6052,4031.38,145460,155042,120954,153567
Hand,_2D,True,11,163.64,Right,Same,674.1191,3,2135.653,0,2860.16,431.9399,123.48,117.57,0,0,5521.793,535.9907,1524.606,153646,163533,125648,143849
Hand,_2D,False,12,188.16,Left,Same,674.1191,3,2355.653,5.248869,3269.573,561.21,242.94,177.91,0,0,4165.83,879.6851,2634.416,257366,263742,164066,226872
Hand,_2D,True,13,191.9,Left,Same,505.5893,3,2497.066,0,3331.148,158.52,47.29002,27.46001,0,0,745.7734,29.51231,381.3287,43322,43129,19378,33811
Hand,_2D,False,14,213.86,Left,Same,288.9316,3,2458.864,4.192475,3729.401,479.84,208.8599,164.6201,0,0,3071.356,541.405,5507.078,236761,245968,153980,214791
Hand,_2D,True,15,218.48,Right,Same,120.4018,3,2600.277,0,3824.436,158.03,61.04996,28.84999,0,0,1112.955,30.10623,738.9728,45531,45991,27421,41705
