method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Head,_3D,True,0,0,Straight,Same,0,3,30,0,22.78852,40.21997,78.05002,25.15001,0,0,834.155,408.3967,747.4484,69344,57069,45970,45433
Head,_3D,True,1,13.84,Straight,Same,0,3,250,0,249.4945,321.89,164.05,101.18,0,0,1554.19,1729.041,1583.148,115730,125213,114798,123397
Head,_3D,True,2,25.78,Right,Same,168.5298,3,391.4133,0,471.8243,259.68,133.32,85.12996,0,0,1522.362,1374.553,1176.774,101143,114026,100383,117985
Head,_3D,True,3,38.42001,Left,Up,168.5298,41.2026,608.071,0,732.8555,231.01,148.09,95.77,0,0,918.0143,1794.201,1585.262,115610,117529,112028,130769
Head,_3D,False,4,56.32001,Straight,Up,168.5298,79.4052,824.7287,4.046248,1085.497,193.64,187,86.50999,0,0,1784.377,2314.564,4421.402,186583,171559,179245,199595
Head,_3D,True,5,62.28,Straight,Down,168.5298,41.2026,1041.386,0,1205.798,53.46002,86.83002,31.84996,0,0,512.9105,755.6116,387.0979,70201,57975,69420,75599
Head,_3D,False,6,86.02002,Straight,Up,168.5298,79.4052,1258.044,6.8944,1607.515,247,248.66,132.22,0,0,3422.696,2076.503,2322.751,241824,198256,237903,254082
Head,_3D,True,7,89.56,Right,Down,334.4992,41.20259,1397.309,0,1675.484,95.29001,77.58998,32.22,0,0,474.4519,80.2541,405.0447,31672,32162,33345,34239
Head,_3D,False,8,112.96,Left,Up,334.4992,79.4052,1613.967,6.481025,2096.734,388.23,232.8799,185.59,0,0,2827.179,2575.064,2329.292,264313,236341,255896,280224
Head,_3D,True,9,117.34,Left,Down,168.5298,41.20259,1753.232,0,2166.153,58.56999,67.19,25.77002,0,0,493.2397,766.8324,388.4531,56717,49849,56986,60644
Head,_3D,True,10,134.08,Right,Up,168.5297,79.40519,1969.889,0,2429.645,160.98,147.82,100.59,0,0,2433.031,1457.932,1203.695,192020,158748,182126,191143
Head,_3D,True,11,146.22,Right,Up,334.4991,117.6078,2109.154,0,2674.22,117.24,108.8301,70.52997,0,0,1269.99,1591.099,1867.444,136975,118571,131788,138088
Head,_3D,True,12,158.84,Left,Down,334.4991,79.40519,2325.812,0,2928.451,156.21,126.35,89.01003,0,0,1964.604,2407.893,1878.288,154590,119332,152431,154823
Head,_3D,True,13,170.62,Right,Down,500.4685,41.20259,2465.077,0,3180.001,136.88,171.92,70.16,0,0,1621.631,1644.321,1880.363,148339,116361,124381,127338
Head,_3D,True,14,183.14,Left,Down,500.4685,2.999996,2681.735,0,3442.304,116.79,152.81,87.71005,0,0,2321.533,1641.596,2227.86,154851,130415,144975,146327
Head,_3D,True,15,194.94,Left,Same,331.9387,2.999996,2823.148,0,3670.298,153.17,134.42,87.45001,0,0,2652.206,1558.541,2213.717,131874,114214,118611,125576
