method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_2D,True,0,0,Straight,Same,0,3,30,0,23.16665,46.91,37.81999,26.75999,0,0,80.30695,34.60876,1467.132,25927,81263,41928,64922
Hand,_2D,True,1,14.86002,Straight,Same,0,3,250,0,244.7814,201.06,115.59,94.85004,0,0,1603.607,432.3183,3672.646,60469,151387,107976,165092
Hand,_2D,True,2,33.16,Right,Same,168.5298,3,391.4133,0,477.6986,716.7602,135.41,205.2501,0,0,1296.651,866.8495,1890.094,96309,206878,174481,250461
Hand,_2D,True,3,51.16,Left,Same,168.5298,3,611.4133,0,742.1989,520.1001,203.8099,169.4201,0,0,2355.696,549.6118,1902.625,127876,200869,168651,235197
Hand,_2D,True,4,65.5,Straight,Same,168.5298,3,831.4133,0,965.5815,284.28,133.3901,100.92,0,0,2322.208,804.0714,2940.096,91955,162891,132152,192592
Hand,_2D,True,5,79.79999,Right,Same,337.0595,3,972.8265,0,1198.315,478.9399,113.77,136.36,0,0,2317.199,1908.274,2590.077,92767,181182,137695,209261
Hand,_2D,True,6,100.96,Left,Same,337.0595,3,1192.827,0,1494.824,597.87,183.07,214.66,0,0,1689.981,799.2932,3350.093,113779,240252,155796,258998
Hand,_2D,True,7,116.12,Straight,Same,337.0595,3,1412.827,0,1725.864,734.4899,157.31,208.54,0,0,1276.539,852.8762,2598.889,81029,161079,147952,201015
Hand,_2D,True,8,130.74,Right,Same,505.5893,3,1554.24,0,1957.095,588.4199,141.64,178.35,0,0,1295.81,1176.687,2237.24,51940,123977,120031,150355
Hand,_2D,True,9,148.82,Left,Same,505.5893,3,1774.24,0,2208.439,679.7397,168.3001,184.17,0,0,2388.783,585.5422,2625.095,59848,206143,153026,239961
Hand,_2D,True,10,165.6,Straight,Same,505.5893,3,1994.24,0,2439.265,644.6199,152.06,190.23,0,0,2013.225,844.0464,2613.179,11220,139326,72916,186681
Hand,_2D,True,11,194.42,Right,Same,674.1191,3,2135.653,0,2780.447,1141.41,266.37,461.2999,0,0,2088.158,1717.832,5962.442,52928,303793,105210,353548
Hand,_2D,True,12,218.08,Left,Same,674.1191,3,2355.653,0,3064.753,929.03,249.4299,332.7101,0,0,3147.9,1756.655,4081.286,52872,255915,13997,287719
Hand,_2D,False,13,256.18,Left,Same,505.5893,3,2497.066,4.667154,3446.947,1441.17,331.6,531.2001,0,0,2581.539,1650.166,5250.241,63233,467776,2885,383618
Hand,_2D,True,14,261,Left,Same,288.9316,3,2458.864,0,3532.548,140.02,90.20001,44.26997,0,0,802.1398,30.78571,749.5912,2576,56820,0,57143
Hand,_2D,True,15,285.32,Right,Same,120.4018,3,2600.277,0,3821.667,1269.25,245.92,368.1499,0,0,1005.442,2067.402,2692.512,8270,307090,0,273351
