method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_2D,True,0,0,Straight,Same,0,3,30,0,23.51501,135.7,103.5501,59.09004,0,0,817.2072,1510.735,2200.711,6298,146429,34879,118036
Hand,_2D,False,1,12.64,Right,Same,168.5298,3,171.4133,6.508296,457.7591,1889.59,342.21,405.64,0,0,199.8812,2097.164,4100.514,21846,92886,80349,105321
Hand,_2D,True,2,17.17999,Straight,Same,337.0596,3,312.8265,0,605.0233,309.04,164.34,157.4,0,0,84.18936,1855.232,406.3828,5760,31405,26610,32130
Hand,_2D,False,3,27.58,Left,Same,337.0596,3,532.8265,5.202157,989.7946,879.3903,301.8,366.74,0,0,192.8411,580.6251,2670.807,13978,88999,77495,108224
Hand,_2D,False,4,43.24001,Straight,Same,337.0596,3,752.8265,10.94693,1385.904,1026.53,315.0601,399.84,0,0,224.1677,1006.745,2687.938,3982,109699,102871,117034
Hand,_2D,True,5,44.38,Left,Same,168.5298,3,894.2398,0,1421.062,114.72,122.07,105.7,0,0,30.17238,19.4886,13.52713,2032,12128,11324,12261
Hand,_2D,True,6,52.07999,Right,Same,168.5298,3,1114.24,0,1640.08,299.65,175.28,157.03,0,0,94.36172,432.7552,768.9687,1339,67722,59115,73942
Hand,_2D,False,7,64,Left,Same,3.051758E-05,3,1255.653,7.965216,2001.34,554.45,280.84,216.7401,0,0,195.1207,889.4973,2276.366,3108,97494,92743,115499
Hand,_2D,True,8,67.78,Straight,Same,-168.5298,3,1397.066,0,2113.429,169.88,132.65,128.7,0,0,79.89594,32.26396,1107.259,3765,33256,27786,37869
Hand,_2D,True,9,76.10001,Right,Same,-168.5298,3,1617.066,0,2349.455,450.34,207.6799,165.47,0,0,110.15,436.1299,2572.195,3017,66179,66240,79679
Hand,_2D,False,10,90.70001,Straight,Same,-168.5298,3,1837.066,5.981974,2755.802,689.02,245.24,265.8199,0,0,191.0661,1704.566,2666.152,15110,144358,122527,164056
Hand,_2D,True,11,92.44,Left,Same,-337.0595,3,1978.48,0,2818.403,137.48,104.91,135.57,0,0,40.47437,26.62471,379.0457,0,12842,6275,14618
Hand,_2D,False,12,109.46,Right,Same,-337.0595,3,2198.48,6.227451,3247.172,823.9901,270.6299,401.1101,0,0,199.1418,896.0645,4141.422,7166,154858,139223,173242
Hand,_2D,True,13,118.82,Left,Same,-505.5893,3,2339.893,0,3505.613,417.11,212.79,215.7401,0,0,118.4692,1144.963,1508.575,1018,69975,72373,92457
Hand,_2D,True,14,136.14,Right,Same,-505.5893,3,2559.893,0,3912.701,1401.02,307.5799,467.9901,0,0,229.1697,1210.36,5617.126,5469,142197,91817,122128
Hand,_2D,True,15,182.18,Left,Same,-674.1191,3,2701.306,0,4960.214,3971.871,628.2002,1116.21,0,0,1274.845,3262.622,8812.739,3404,293099,230101,340334
