method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Head,_3D,True,0,0,Straight,Same,0,3,30,0,23.71385,57.96999,47.94,51.77002,0,0,430.7053,756.4946,740.6283,0,0,0,0
Head,_3D,True,1,13.72,Straight,Same,0,3,250,0,249.3846,258.6899,151.9,104.4799,0,0,3414.825,2609.919,442.9451,50282,340,50491,3083
Head,_3D,False,2,42.25999,Right,Same,168.5298,3,391.4133,5.284258,690.1935,475.0299,227.76,392.7701,0,0,2920.437,4119.534,3096.326,10064,8051,11306,3896
Head,_3D,True,3,45.74001,Left,Up,168.5298,41.2026,608.071,0,767.3102,61.85002,81.64,25.91998,0,0,1129.729,1462.031,21.11113,0,0,0,0
Head,_3D,True,4,54.8,Straight,Up,168.5298,79.4052,824.7287,0,1001.153,124.3899,120.94,71.68999,0,0,862.2523,2583.933,53.69385,0,130,3501,0
Head,_3D,True,5,63.09999,Straight,Down,168.5298,41.2026,1041.386,0,1226.953,134.08,112.0999,58.63,0,0,2271.367,1490.032,769.2763,0,4046,8351,0
Head,_3D,True,6,71.7,Straight,Up,168.5298,79.4052,1258.044,0,1458.381,178.87,124.94,71.02003,0,0,916.5016,1521.164,774.5697,37302,12888,47608,704
Head,_3D,True,7,81.37999,Right,Down,334.4992,41.20259,1397.309,0,1720.466,148.08,144.53,104.26,0,0,1235.188,1646.305,427.0889,8256,1784,19930,7597
Head,_3D,False,8,98.53999,Left,Up,334.4992,79.4052,1613.967,6.043336,2148.17,247.87,273.64,193.5,0,0,1725.913,2832.074,2278.014,1167,5083,37639,144
Head,_3D,True,9,101.52,Left,Down,168.5298,41.20259,1753.232,0,2219.205,59.68999,58.84999,32.00999,0,0,797.6064,1099.618,17.8295,0,0,9739,0
Head,_3D,False,10,118.54,Right,Up,168.5297,79.40519,1969.889,4.250446,2664.323,263.5801,221.7999,196.56,0,0,2503.902,2469.924,828.0909,0,793,16195,0
Head,_3D,True,11,121.48,Right,Up,334.4991,117.6078,2109.154,0,2732.594,98.10997,63.50999,48.07001,0,0,421.6254,1818.533,21.90466,0,760,1183,0
Head,_3D,True,12,134.26,Left,Down,334.4991,79.40519,2325.812,0,3010.8,194.3,144.5299,90.18999,0,0,1327.361,3905.722,823.3533,19600,22646,8740,0
Head,_3D,True,13,143.88,Right,Down,500.4685,41.20259,2465.077,0,3291.427,162.36,153.47,103.03,0,0,1259.022,1626.894,1883.824,47733,8961,7219,0
Head,_3D,True,14,154.92,Left,Down,500.4685,2.999996,2681.735,0,3570.992,235.89,150.18,110.48,0,0,1649.533,1010.434,1162.883,45972,5797,6518,0
Head,_3D,True,15,163.04,Left,Same,331.9387,2.999996,2823.148,0,3798.754,141.97,123.34,75.36,0,0,1213.168,1519.873,49.03423,14205,1557,0,0
