method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_2D,True,0,0,Straight,Same,0,3,30,0,23.3585,129.35,53.70999,43.93004,0,0,1562.088,2365.057,1127.637,0,16570,0,0
Hand,_2D,True,1,12.38,Right,Same,168.5298,3,171.4133,0,271.6292,514.13,134.06,144.85,0,0,3389.286,998.1384,2268.465,5454,62191,0,2011
Hand,_2D,True,2,26.42001,Left,Same,168.5298,3,391.4133,0,541.0029,625.4497,141.41,212.15,0,0,899.9633,896.9117,1537.552,8893,88316,0,11490
Hand,_2D,True,3,45.51999,Right,Same,337.0595,3,532.8265,0,866.0862,865.3297,280.29,305.48,0,0,2015.269,1206.264,3379.859,10418,100472,0,0
Hand,_2D,True,4,58.73999,Straight,Same,505.5893,3,674.2398,0,1091.385,401.46,179.23,145.42,0,0,502.0537,845.4384,2222.135,0,83495,0,1895
Hand,_2D,True,5,72.39999,Left,Same,505.5893,3,894.2398,0,1342.958,554.4399,163.05,206.16,0,0,1328.796,2390.295,2620.05,10363,96729,0,36797
Hand,_2D,True,6,83.98001,Left,Same,337.0596,3,1035.653,0,1585.116,688.6199,181.54,206.4799,0,0,1562.859,899.3962,2233.846,23304,103012,0,36327
Hand,_2D,True,7,97.98001,Straight,Same,168.5298,3,1177.066,0,1823.63,659.6899,215.93,279.26,0,0,1969.164,891.6406,2966.612,19733,122067,0,11515
Hand,_2D,True,8,111.96,Left,Same,-48.12793,3,1138.864,0,2065.832,655.68,231.72,189.48,0,0,3046.117,861.4951,2972.57,14303,98108,0,9396
Hand,_2D,True,9,124.58,Right,Same,-216.6577,3,1280.277,0,2305.097,438.0699,189.33,202.17,0,0,1968.542,1255.112,2599.178,11974,81173,3942,29418
Hand,_2D,True,10,137.42,Right,Same,-216.6577,3,1500.277,0,2553.873,512.2601,205.33,185.8701,0,0,1604.955,952.6987,1177.305,19465,95046,0,59579
Hand,_2D,True,11,147.32,Straight,Same,-216.6577,3,1720.277,0,2773.285,342.97,171.53,89.70001,0,0,1211.751,795.9927,1127.696,0,57949,8943,41641
Hand,_2D,False,12,171.4,Right,Same,-48.12793,3,1861.69,6.41372,3179.489,1420.95,399.5301,395.94,0,0,3159.459,1138.379,3419.041,9785,86532,21596,68810
Hand,_2D,True,13,176.04,Left,Same,-48.12793,3,2081.69,0,3272.939,291.66,123.69,86.92001,0,0,425.9956,425.7098,399.1073,0,2985,23221,21937
Hand,_2D,False,14,196.16,Left,Same,-216.6577,3,2223.104,6.409358,3645.072,859.72,353.19,320.41,0,0,3191.569,1798.062,6652.401,18147,58646,11584,73418
Hand,_2D,True,15,200.72,Left,Same,-433.3154,3,2184.901,0,3737.25,289.7299,113.58,88.59004,0,0,781.2391,779.9248,410.8904,0,331,3662,14014
