method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_2D,True,0,0,Straight,Same,0,3,30,0,26.09278,515.8599,279.7301,303.98,0,0,5210.715,5733.194,3514.917,123321,93422,101170,50003
Hand,_2D,False,1,17.26001,Right,Same,168.5298,3,171.4133,6.643523,459.9517,1305.44,284.76,327.3601,0,0,5257.961,1969.203,1623.552,212216,158265,183068,101884
Hand,_2D,True,2,19.02002,Left,Same,168.5298,3,391.4133,0,513.7452,121.77,23.76997,52.82997,0,0,749.3749,18.97153,382.1098,23294,17292,23149,9315
Hand,_2D,True,3,30.59998,Right,Same,337.0595,3,532.8265,0,822.8533,1087.26,208.15,273.89,0,0,2287.409,1122.81,1578.492,139930,99386,128324,109308
Hand,_2D,False,4,46.06,Straight,Same,505.5893,3,674.2398,6.644641,1255.567,1245.04,262.14,312.83,0,0,2330.023,1203.808,1677.146,187854,132796,170606,158344
Hand,_2D,True,5,48.03998,Left,Same,505.5893,3,894.2398,0,1320.104,60.33002,74.36,79.27,0,0,27.75076,34.54999,376.0375,25084,17991,19938,21603
Hand,_2D,False,6,61.03998,Left,Same,337.0596,3,1035.653,4.934064,1683.854,1000.44,275.83,270.72,0,0,1624.129,1088.524,2012.154,169738,140958,149904,147542
Hand,_2D,True,7,65.09998,Straight,Same,168.5298,3,1177.066,0,1813.87,183.64,160.87,131,0,0,56.96028,769.9073,751.8016,51959,43994,44086,39791
Hand,_2D,True,8,72.29999,Left,Same,-48.12793,3,1138.864,0,2044.175,545.34,164.69,189.2,0,0,814.5321,1247.954,445.3484,82514,68160,59502,45220
Hand,_2D,True,9,79.85999,Right,Same,-216.6577,3,1280.277,0,2276.65,534.7001,152.13,173.4701,0,0,456.5424,468.412,1164.182,91110,84225,89344,71459
Hand,_2D,False,10,91.20001,Right,Same,-216.6577,3,1500.277,6.329421,2643.657,800.1601,230.7,239.12,0,0,1951.843,674.6786,1654.611,124060,107657,117311,95746
Hand,_2D,False,11,103.82,Straight,Same,-216.6577,3,1720.277,16.93958,2985.624,558.05,323.55,273.47,0,0,2753.817,1797.679,1309.183,162367,128238,108004,54806
Hand,_2D,False,12,135.26,Right,Same,-48.12793,3,1861.69,7.894629,3874.422,1968.249,735.2902,758.6901,0,0,3036.481,3214.159,4147.925,384197,331304,330169,259726
Hand,_2D,False,13,147.64,Left,Same,-48.12793,3,2081.69,38.88993,4205.866,873.9801,352.1901,287.29,0,0,2002.024,1280.606,857.833,143867,127495,132442,109733
Hand,_2D,True,14,151.76,Left,Same,-216.6577,3,2223.104,0,4317.98,376.52,201.43,164.14,0,0,2215.158,799.0352,781.1146,54533,39508,37877,32278
Hand,_2D,True,15,160.32,Left,Same,-433.3154,3,2184.901,0,4542.747,455.5401,267.23,150.52,0,0,2976.083,844.8662,478.9484,96494,82909,89599,71870
