method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Head,_3D,True,0,0,Straight,Same,0,3,30,0,24.71518,68.51003,423.98,30.43002,0,0,760.7692,391.2967,19.54236,56569,23634,25643,12747
Head,_3D,True,1,13.73999,Right,Same,168.5298,3,171.4133,0,269.2196,313.68,513.4501,144.7899,0,0,2333.685,3045.672,97.36591,156748,108247,26860,51269
Head,_3D,True,2,27.45999,Left,Up,168.5298,41.2026,388.071,0,546.2109,360.5401,540.6401,140.1399,0,0,1260.378,2411.062,92.8179,160472,112406,0,40469
Head,_3D,True,3,37.67999,Straight,Same,168.5298,41.2026,608.071,0,777.8862,207.67,523.7499,93.74995,0,0,1577.879,2949.59,65.55566,116608,83357,0,16599
Head,_3D,False,4,57.09999,Left,Up,2.560349,79.4052,747.3359,5.222866,1187.48,479.8101,618.94,256.94,0,0,2404.699,2718.794,490.0833,210897,145412,0,15450
Head,_3D,True,5,60.57999,Left,Up,-210.8058,117.6078,709.7137,0,1265.969,75.92998,433.63,42.21002,0,0,765.595,739.5679,23.48331,34470,23933,0,1559
Head,_3D,False,6,78.58,Straight,Same,-427.4636,117.6078,671.5111,8.17591,1669.245,429.0001,631.4197,237.2,0,0,2452.122,4131.296,485.8614,208875,140622,0,27670
Head,_3D,False,7,89.21999,Right,Down,-593.433,79.4052,810.776,12.3791,1895.764,252.45,534.1301,101.96,0,0,2292.933,1879.63,782.1772,128304,87806,0,11704
Head,_3D,True,8,92.52,Right,Up,-593.433,117.6078,1027.434,0,1973.386,78.81999,424.23,40.81,0,0,41.96054,386.6006,19.67273,31376,20395,0,2387
Head,_3D,True,9,103.6,Right,Down,-427.4635,79.4052,1166.699,0,2217.125,249.78,512.6702,122.5,0,0,865.9131,2611.344,57.89716,123967,96101,0,13055
Head,_3D,True,10,114.14,Straight,Down,-261.4941,41.2026,1305.964,0,2448.141,323.96,485.12,143.46,0,0,1942.831,2968.896,65.42941,113762,83445,0,19757
Head,_3D,True,11,124.82,Left,Down,-261.494,3.000004,1522.621,0,2686.863,256.41,564.0898,112.15,0,0,2660.131,1585.615,82.19006,131528,89573,0,19101
Head,_3D,True,12,136.08,Right,Same,-92.96425,3.000004,1664.034,0,2930.965,440.52,554.0401,178.52,0,0,1972.632,888.2122,448.8027,135661,89325,0,27491
Head,_3D,True,13,145.96,Straight,Up,73.00522,41.20261,1803.299,0,3162.003,291.8,548.93,121.09,0,0,1940.984,1920.425,81.22159,105039,86375,0,17738
Head,_3D,True,14,158.06,Right,Down,286.3714,3.000011,1765.677,0,3429.7,580.45,550.2499,184.14,0,0,2678.052,1687.026,1186.068,156393,117578,0,15385
Head,_3D,True,15,171.2,Left,Same,454.9012,3.000011,1907.09,0,3712.559,358.61,612.6001,192.86,0,0,1649.743,3293.824,1916.181,159017,114912,0,18944
