method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Head,_2D,True,0,0,Straight,Same,0,3,30,0,22.06285,66.77997,94.66996,56,0,0,51.14093,445.8546,747.179,0,16,0,0
Head,_2D,True,1,16.44,Right,Same,168.5298,3,171.4133,0,276.4373,210.55,190.38,159.55,0,0,2722.045,2623.423,5510.883,0,115,0,0
Head,_2D,True,2,28.24002,Straight,Same,337.0596,3,312.8265,0,500.222,143.29,179.45,128.2,0,0,2306.899,1993.377,2603.492,0,20,9936,0
Head,_2D,True,3,39.94,Left,Same,337.0596,3,532.8265,0,727.1302,180.02,236.4,166.34,0,0,3044.691,2380.579,6192.791,0,3,0,0
Head,_2D,True,4,51.06,Straight,Same,337.0596,3,752.8265,0,949.904,156.6,210.22,136.35,0,0,2681.628,1921.252,2945.566,20404,15214,11647,340
Head,_2D,True,5,63.60001,Left,Same,168.5298,3,894.2398,0,1180.803,200.88,191.71,149.76,0,0,2368.243,1261.844,3703.096,9824,18776,13877,0
Head,_2D,True,6,75.08002,Right,Same,168.5298,3,1114.24,0,1426.039,193.37,184.34,170.39,0,0,2343.072,1965.177,3693.836,5966,23101,14453,0
Head,_2D,True,7,87.73999,Left,Same,3.051758E-05,3,1255.653,0,1667.227,234.4601,189.15,183.43,0,0,2702.416,2395.392,3340.476,28516,41822,42232,4845
Head,_2D,True,8,97.80002,Straight,Same,-168.5298,3,1397.066,0,1889.572,201.11,160.25,166.73,0,0,2360.424,2622.388,2236.284,33768,27914,75402,18693
Head,_2D,True,9,108.64,Right,Same,-168.5298,3,1617.066,0,2128.07,163.88,173.65,135.68,0,0,1248.171,1224.108,2958.852,55326,37464,46382,3565
Head,_2D,True,10,118.92,Straight,Same,-168.5298,3,1837.066,0,2348.875,212.66,137.62,131.93,0,0,1621.817,2282.52,1886.917,13485,21368,11877,1052
Head,_2D,True,11,130.04,Left,Same,-337.0595,3,1978.48,0,2587.977,249.88,171.29,144.82,0,0,2696.752,1277.006,2617.585,28468,34911,12912,4922
Head,_2D,True,12,142.5,Right,Same,-337.0595,3,2198.48,0,2831.075,233.25,200.02,165.34,0,0,3450.383,1996.166,1905.279,48906,35183,21810,39260
Head,_2D,True,13,155.56,Left,Same,-505.5893,3,2339.893,0,3090.136,266.3,191.62,210.72,0,0,3814.927,2407.805,4790.638,56297,73308,28284,31873
Head,_2D,True,14,167.02,Right,Same,-505.5893,3,2559.893,0,3333.496,194.46,167.23,174.09,0,0,2692.74,2296.773,3319.895,65454,55695,30470,35663
Head,_2D,True,15,178.92,Left,Same,-674.1191,3,2701.306,0,3571.986,263.2599,191.23,179.41,0,0,3071.02,2741.042,2980.22,71113,45111,10193,33348
