method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Feet,_2D,True,0,0,Straight,Same,0,3,30,0,21.44254,91.28,297.59,34.95003,0,0,1117.484,409.0174,29.99838,43178,17803,20603,20742
Feet,_2D,True,1,20.16,Straight,Same,0,3,250,0,246.4753,295.85,393.9901,178.78,0,0,3421.938,499.8118,80.32959,107149,69522,29782,73104
Feet,_2D,True,2,40,Right,Same,168.5298,3,391.4133,0,578.2507,336.82,448.6399,219.53,0,0,3451.151,2077.594,499.7479,106019,66069,124012,130995
Feet,_2D,True,3,57.28,Left,Same,168.5298,3,611.4133,0,898.0467,442.3,426.44,182.1401,0,0,3081.86,2357.135,111.516,134749,101832,40309,76675
Feet,_2D,True,4,70.67999,Straight,Same,168.5298,3,831.4133,0,1135.297,257.4701,390.5899,162.03,0,0,2307.562,1208.267,76.50266,47330,57006,86179,119643
Feet,_2D,True,5,83.62,Right,Same,337.0595,3,972.8265,0,1354.652,233.11,405.3499,126.0499,0,0,2292.401,1907.767,69.50433,72307,51721,50453,70497
Feet,_2D,True,6,98.70001,Left,Same,337.0595,3,1192.827,0,1593.494,328.07,432.05,170.88,0,0,2333.896,1576.313,82.5369,85274,55289,32017,52991
Feet,_2D,True,7,110.38,Straight,Same,337.0595,3,1412.827,0,1812.549,262.9901,405.5601,108.94,0,0,2295.839,1527.113,68.84842,69741,47171,68864,87814
Feet,_2D,False,8,128.38,Right,Same,505.5893,3,1554.24,7.079667,2154.333,412.47,543.8,229.3899,0,0,2774.986,1007.609,503.4064,157532,107930,79726,86218
Feet,_2D,True,9,136.84,Left,Same,505.5893,3,1774.24,0,2323.447,226.19,385.84,128.01,0,0,1534.703,443.2925,54.18307,26373,34780,16241,60850
Feet,_2D,False,10,156.82,Straight,Same,505.5893,3,1994.24,4.233071,2712.328,429.6401,514.2201,349.04,0,0,2759.601,905.4479,129.5398,62528,33753,94779,122647
Feet,_2D,False,11,167.8,Right,Same,674.1191,3,2135.653,5.621743,2915.947,283.75,411.4699,165.25,0,0,2298.739,763.3448,2990.656,121166,57879,29227,24444
Feet,_2D,False,12,183.96,Left,Same,674.1191,3,2355.653,9.757113,3229.02,364.37,495.73,185.42,0,0,3469.548,971.3226,484.3235,117450,67503,53887,108620
Feet,_2D,True,13,188.54,Left,Same,505.5893,3,2497.066,0,3327.08,137.11,334.2,36.75002,0,0,1145.144,1130.742,42.6955,29566,34811,6553,31758
Feet,_2D,False,14,204.68,Left,Same,288.9316,3,2458.864,6.344836,3680.755,362.29,511.2599,182.15,0,0,4188.783,569.3027,506.288,55218,61480,45722,150828
Feet,_2D,False,15,223.38,Right,Same,120.4018,3,2600.277,11.43256,3993.749,441.09,520.62,272.33,0,0,2427.456,1908.811,1288.364,112613,96048,47344,65697
