method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Hand,_3D,True,0,0,Straight,Same,0,3,30,0,24.79328,180.82,54.81001,43.48997,0,0,1519.46,1259.994,51.17334,76940,63929,0,18883
Hand,_3D,True,1,8.199997,Right,Same,168.5298,3,171.4133,0,247.1409,363.4601,88.52003,147.37,0,0,125.081,469.299,812.6213,82750,71445,54833,38092
Hand,_3D,True,2,15.18001,Left,Up,168.5298,41.2026,388.071,0,472.576,200.02,98.63005,100.58,0,11,1184.224,1133.553,760.1401,64719,55935,31171,31806
Hand,_3D,True,3,22.44,Straight,Same,168.5298,41.2026,608.071,0,698.6488,247.5,108.86,61.32996,0,0,1193.233,441.5066,1132.453,79223,71842,35747,30760
Hand,_3D,True,4,30.02,Left,Up,2.560349,79.4052,747.3359,0,933.3475,435.93,121.07,166.89,-1,12,1888.423,494.7305,794.6298,83249,73328,41951,28765
Hand,_3D,True,5,38.40001,Left,Up,-210.8058,117.6078,709.7137,0,1186.182,452.15,119.34,157.24,-1,11,1199.189,878.2589,436.2627,81263,73420,51121,29477
Hand,_3D,True,6,45.74001,Straight,Same,-427.4636,117.6078,671.5111,0,1413.476,444.08,92.03,143.16,0,0,106.9938,482.229,806.7639,80398,67593,28937,33348
Hand,_3D,True,7,55.94,Right,Down,-593.433,79.4052,810.776,0,1728.133,634.71,132.87,227.69,-10,0,157.2231,975.2208,871.1454,108601,87802,49051,79221
Hand,_3D,True,8,63.26001,Right,Up,-593.433,117.6078,1027.434,0,1954.762,606.36,122.72,154.93,0,14,1570.014,536.0483,1539.365,84296,66440,53417,62709
Hand,_3D,False,9,74.92,Right,Down,-427.4635,79.4052,1166.699,7.559732,2352.573,702.7801,219.45,222.19,-17,0,202.8615,1100.653,3059.953,125820,98517,75126,107502
Hand,_3D,True,10,77.66,Straight,Down,-261.4941,41.2026,1305.964,0,2467.525,124.59,36.79999,77.62997,-8,0,68.29619,41.08328,1106.938,34659,30534,17055,25122
Hand,_3D,False,11,89.04001,Left,Down,-261.494,3.000004,1522.621,5.227961,2824.947,939.84,188.11,285.78,-3,0,577.5041,1242.588,2357.555,97056,97199,91009,115745
Hand,_3D,True,12,94.52,Right,Same,-92.96425,3.000004,1664.034,0,3006.129,471.0901,74.51003,104.26,0,0,462.3245,1191.99,779.4653,27887,49985,32154,49118
Hand,_3D,False,13,107.92,Straight,Up,73.00522,41.20261,1803.299,5.68144,3416.119,964.5201,266.43,328.83,-20,16,912.2807,1026.476,1976.668,54004,115058,83268,133946
Hand,_3D,True,14,109.54,Right,Down,286.3714,3.000011,1765.677,0,3470.669,152.07,70.12003,82.23999,-2,0,47.3718,423.05,31.08363,0,12711,9109,18066
Hand,_3D,True,15,115.5,Left,Same,454.9012,3.000011,1907.09,0,3689.296,273.84,89.39999,81.97998,0,0,476.49,444.5612,777.3792,44304,52160,40439,52230
