method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Feet,_3D,True,0,0,Straight,Same,0,3,30,0,25.46758,181.31,38.09996,145.28,0,0,1158.24,776.6309,751.1895,67211,61312,76494,29308
Feet,_3D,False,1,27,Right,Same,168.5298,3,171.4133,5.56456,394.7849,628.6899,155.69,419.71,0,0,2163.025,1548.266,3114.269,152953,173805,157479,48115
Feet,_3D,False,2,61.53998,Left,Up,168.5298,41.2026,388.071,48.39772,693.3797,442.9999,193.5401,378.8801,0,0,3957.345,1454.968,3117.031,170420,194676,356573,290875
Feet,_3D,False,3,78,Straight,Same,168.5298,41.2026,608.071,16.06184,952.7145,400.6299,113.8599,269.54,0,0,618.3009,202.216,860.741,88404,179894,81717,79032
Feet,_3D,False,4,97.71997,Left,Up,2.560349,79.4052,747.3359,7.310848,1300.754,446,163.69,320.54,0,0,2531.358,1354.259,2705.021,151469,175333,179894,138359
Feet,_3D,False,5,106.54,Left,Up,-210.8058,117.6078,709.7137,9.159013,1449.65,329.42,91.85001,183.4701,0,0,1590.443,1612.296,1144.356,83233,78891,92820,52891
Feet,_3D,False,6,122.76,Straight,Same,-427.4636,117.6078,671.5111,15.53625,1690.986,405.3199,121.11,254.76,0,0,2432.54,616.2344,3007.531,139717,104996,124046,121701
Feet,_3D,True,7,142.46,Right,Down,-593.433,79.4052,810.776,0,1968.744,390.54,116.88,360.5099,0,0,2430.828,284.4819,4086.583,91370,47851,195619,153851
Feet,_3D,False,8,167.68,Right,Up,-593.433,117.6078,1027.434,7.075983,2352.549,534.9901,187.06,399.2801,0,0,2598.107,1273.606,3087.522,186148,219360,197941,187011
Feet,_3D,True,9,177.76,Right,Down,-427.4635,79.4052,1166.699,0,2533.266,299.5201,78.32996,258.88,0,0,1314.225,481.2603,1156.068,94458,55210,121898,73611
Feet,_3D,False,10,202.1199,Straight,Down,-261.4941,41.2026,1305.964,7.19386,2950.848,544.4099,179.58,407,0,0,3365.815,1854.743,3118.095,308477,160187,195541,77402
Feet,_3D,True,11,207.28,Left,Down,-261.494,3.000004,1522.621,0,3044.947,203.39,67.19,157.67,0,0,1168.163,786.9851,1116.999,83713,28380,86462,18997
Feet,_3D,True,12,225.32,Right,Same,-92.96425,3.000004,1664.034,0,3356.243,446.6999,175.4,324.4401,0,0,3931.35,2305.941,1949.028,148382,103357,172925,89705
Feet,_3D,False,13,246.2399,Straight,Up,73.00522,41.20261,1803.299,4.174357,3740.842,467.35,183.64,369.7699,0,0,3308.485,1405.81,2677.16,130766,106780,161497,161463
Feet,_3D,True,14,250.6,Right,Down,286.3714,3.000011,1765.677,0,3819.865,183.8,55.17,136.52,0,0,806.1153,409.0776,33.43622,48057,32205,21554,13687
Feet,_3D,True,15,263.1199,Left,Same,454.9012,3.000011,1907.09,0,4066.864,300.16,144.3999,232.77,0,0,2395.126,1650.593,1169.092,94301,54065,113538,56904
