method,mode,hit,coin,time,direction,altitude,x,y,z,missdistance,traveldistance,hand x, hand y, hand z, left button, right button, head x, head y, head z, left toe, left heel, right toe, right heel
Feet,_2D,True,0,0,Straight,Same,0,3,30,0,24.72043,83.42001,207.25,99.33,0,0,414.791,769.7974,378.5513,0,316,0,0
Feet,_2D,False,1,14.57999,Straight,Same,0,3,250,5.443975,402.928,232.44,361.73,256.21,0,0,3042.629,990.2886,2261.564,31939,27510,77366,35545
Feet,_2D,True,2,17.67999,Right,Same,168.5298,3,391.4133,0,487.2024,129.36,200.9299,120.27,0,0,762.9115,387.9202,380.2779,6922,1425,0,0
Feet,_2D,True,3,28.09999,Left,Same,168.5298,3,611.4133,0,756.7762,267.93,303.47,267.85,0,0,1204.221,1666.651,3689.004,76315,57171,30805,0
Feet,_2D,True,4,36.12,Straight,Same,168.5298,3,831.4133,0,988.5917,207.56,250.7,185.45,0,0,1184.567,466.3629,1146.404,17221,0,50342,0
Feet,_2D,True,5,44.45999,Right,Same,337.0595,3,972.8265,0,1225.888,165.29,282.45,178.8,0,0,1205.082,496.9365,1143.763,4095,0,46790,0
Feet,_2D,False,6,60.73999,Left,Same,337.0595,3,1192.827,6.189783,1653.518,356.44,401.8799,355.2299,0,0,1311.157,1468.471,2669.417,100341,66552,65436,25248
Feet,_2D,True,7,64.75999,Straight,Same,337.0595,3,1412.827,0,1766.487,111.46,220.6,127.57,0,0,1152.928,41.09651,386.7433,0,169,20032,2918
Feet,_2D,True,8,73.25999,Right,Same,505.5893,3,1554.24,0,1995.589,210.6501,270.5,177.48,0,0,850.8547,461.2345,1152.762,27002,7970,33876,17288
Feet,_2D,True,9,83.25999,Left,Same,505.5893,3,1774.24,0,2251.847,210.56,311.54,193.38,0,0,1596.578,862.3424,1873.792,46689,41153,43780,0
Feet,_2D,True,10,91.17999,Straight,Same,505.5893,3,1994.24,0,2474.718,174.92,253.94,187.75,0,0,3042.707,813.0973,1860.566,16028,769,38423,18424
Feet,_2D,True,11,99.71999,Right,Same,674.1191,3,2135.653,0,2710.233,223.87,271.5201,190.71,0,0,1960.668,1167.825,2218.068,18024,464,12134,1930
Feet,_2D,True,12,109.92,Left,Same,674.1191,3,2355.653,0,2981.874,266.6201,335.34,256.7,0,0,1619.429,937.184,2983.282,74216,42817,18298,12711
Feet,_2D,True,13,117.08,Left,Same,505.5893,3,2497.066,0,3202.396,201.05,251.41,171.89,0,0,844.1945,772.0045,1127.861,12121,717,9954,0
Feet,_2D,True,14,126.96,Left,Same,288.9316,3,2458.864,0,3451.869,250.71,305.54,196.16,0,0,514.0009,881.8756,2974.027,44786,33807,42897,0
Feet,_2D,True,15,136.68,Right,Same,120.4018,3,2600.277,0,3700.11,205.46,293.5799,216.96,0,0,1240.486,507.8699,1880.226,23251,17272,49904,27102
