participant	steering_method	speed_method	hit	coin	time	direction	distance	altitude	sharpness	missdistance	traveldistance
P13	LeaningMethod	LeaningMethod	TRUE	8	47.08008	Straight	Short	Down	Default	0	5438.165
P13	LeaningMethod	LeaningMethod	FALSE	9	53.87988	Right	Short	Up	Sharp	5.496666	5756.216
P13	LeaningMethod	LeaningMethod	TRUE	10	55.06006	Left	Short	Up	Default	0	5862.052
P13	LeaningMethod	LeaningMethod	TRUE	11	58.76025	Left	Medium	Down	Smooth	0	6265.067
P13	LeaningMethod	LeaningMethod	TRUE	12	64.87988	Left	Long	Same	Smooth	0	6895.918
P13	LeaningMethod	LeaningMethod	TRUE	13	68.02002	Right	Medium	Down	Sharp	0	7323.617
P13	LeaningMethod	LeaningMethod	TRUE	14	70.7002	Right	Short	Down	Smooth	0	7545.629
P13	LeaningMethod	LeaningMethod	TRUE	15	75.2002	Straight	Long	Down	Sharp	0	8152.71
P14	LeaningMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	8.882166	435.7438
P14	LeaningMethod	ControllerDistanceMethod	TRUE	1	7.439941	Straight	Medium	Up	Smooth	0	1038.455
P14	LeaningMethod	ControllerDistanceMethod	FALSE	2	58.11993	Straight	Short	Up	Sharp	5.806726	4163.344
P14	LeaningMethod	ControllerDistanceMethod	FALSE	3	65.11993	Left	Long	Down	Default	10.29979	5046.799
P14	LeaningMethod	ControllerDistanceMethod	FALSE	4	108.2599	Straight	Short	Same	Sharp	13.16718	8996.616
P14	LeaningMethod	ControllerDistanceMethod	FALSE	5	111.8399	Right	Long	Up	Smooth	17.937	9677.345
P14	LeaningMethod	ControllerDistanceMethod	TRUE	6	144.6599	Straight	Medium	Same	Default	0	13311.76
P14	LeaningMethod	ControllerDistanceMethod	FALSE	7	146.6199	Left	Medium	Up	Sharp	2.726534	13757.81
P14	LeaningMethod	ControllerDistanceMethod	FALSE	8	147.6599	Right	Short	Down	Sharp	18.26697	13992.67
P14	LeaningMethod	ControllerDistanceMethod	FALSE	9	166.5799	Straight	Medium	Down	Sharp	17.10081	16615.13
P14	LeaningMethod	ControllerDistanceMethod	FALSE	10	201.5999	Left	Short	Same	Smooth	20.1102	20208.59
P14	LeaningMethod	ControllerDistanceMethod	TRUE	11	208.9199	Right	Long	Down	Default	0	21302.88
P14	LeaningMethod	ControllerDistanceMethod	TRUE	12	215.7599	Right	Long	Same	Smooth	0	22521.06
P14	LeaningMethod	ControllerDistanceMethod	FALSE	13	253.9399	Left	Medium	Down	Default	8.342415	26535.31
P14	LeaningMethod	ControllerDistanceMethod	FALSE	14	267.4999	Left	Short	Same	Default	12.44892	27587.34
P14	LeaningMethod	ControllerDistanceMethod	TRUE	15	268.7599	Right	Long	Up	Smooth	0	28038.09
P14	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	2511.18
P14	LeaningMethod	LeaningMethod	TRUE	1	9.52002	Straight	Medium	Up	Smooth	0	2930.796
P14	LeaningMethod	LeaningMethod	TRUE	2	17.71997	Left	Long	Same	Sharp	0	3532.399
P14	LeaningMethod	LeaningMethod	TRUE	3	21.19995	Left	Short	Down	Sharp	0	3738.488
P14	LeaningMethod	LeaningMethod	TRUE	4	26.15991	Straight	Short	Up	Default	0	3951.335
P14	LeaningMethod	LeaningMethod	TRUE	5	30.13989	Right	Short	Same	Default	0	4161.513
P14	LeaningMethod	LeaningMethod	TRUE	6	40	Right	Long	Down	Smooth	0	4786.158
P14	LeaningMethod	LeaningMethod	TRUE	7	47.02002	Straight	Medium	Same	Smooth	0	5191.825
P14	LeaningMethod	LeaningMethod	TRUE	8	52.26001	Right	Short	Up	Smooth	0	5397.523
P14	LeaningMethod	LeaningMethod	TRUE	9	59.81982	Straight	Long	Same	Default	0	6002.78
P14	LeaningMethod	LeaningMethod	TRUE	10	92.91992	Left	Medium	Up	Sharp	0	7466.807
P14	LeaningMethod	LeaningMethod	TRUE	11	97.67993	Right	Short	Same	Sharp	0	7670.35
P14	LeaningMethod	LeaningMethod	TRUE	12	107.46	Right	Medium	Up	Default	0	8086.454
P14	LeaningMethod	LeaningMethod	TRUE	13	119.7998	Left	Long	Down	Smooth	0	8711.553
P14	LeaningMethod	LeaningMethod	TRUE	14	128.1599	Left	Medium	Down	Sharp	0	9118.282
P14	LeaningMethod	LeaningMethod	TRUE	15	137.8999	Straight	Long	Down	Default	0	9735.867
P14	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	1787.76
P14	ControllerMethod	ControllerDistanceMethod	TRUE	1	4.819824	Straight	Medium	Up	Smooth	0	2190.481
P14	ControllerMethod	ControllerDistanceMethod	TRUE	2	7.539795	Straight	Short	Up	Default	0	2390.665
P14	ControllerMethod	ControllerDistanceMethod	TRUE	3	10.53979	Straight	Short	Same	Default	0	2594.365
P14	ControllerMethod	ControllerDistanceMethod	TRUE	4	14.87988	Right	Medium	Same	Sharp	0	2995.063
P14	ControllerMethod	ControllerDistanceMethod	TRUE	5	16.77979	Left	Short	Up	Sharp	0	3203.23
P14	ControllerMethod	ControllerDistanceMethod	TRUE	6	24.15991	Right	Long	Same	Sharp	0	3837.136
P14	ControllerMethod	ControllerDistanceMethod	TRUE	7	26	Left	Short	Up	Smooth	0	4036.388
P14	ControllerMethod	ControllerDistanceMethod	TRUE	8	32.71997	Left	Long	Down	Smooth	0	4645.155
P14	ControllerMethod	ControllerDistanceMethod	TRUE	9	37.76001	Straight	Long	Same	Smooth	0	5249.54
P14	ControllerMethod	ControllerDistanceMethod	TRUE	10	41.51978	Right	Medium	Down	Default	0	5649.23
P14	ControllerMethod	ControllerDistanceMethod	TRUE	11	46.05981	Right	Long	Down	Default	0	6250.11
P14	ControllerMethod	ControllerDistanceMethod	TRUE	12	47.3999	Right	Short	Same	Smooth	0	6451.794
P14	ControllerMethod	ControllerDistanceMethod	TRUE	13	54.37988	Straight	Medium	Up	Sharp	0	6950.281
P14	ControllerMethod	ControllerDistanceMethod	TRUE	14	58.8999	Left	Medium	Down	Default	0	7369.162
P14	ControllerMethod	ControllerDistanceMethod	TRUE	15	64.31982	Left	Long	Down	Sharp	0	7970.32
P14	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	1893.531
P14	ControllerMethod	LeaningMethod	TRUE	1	5.52002	Straight	Medium	Up	Smooth	0	2293.877
P14	ControllerMethod	LeaningMethod	TRUE	2	11.11987	Straight	Long	Up	Smooth	0	2899.886
P14	ControllerMethod	LeaningMethod	TRUE	3	17.5	Straight	Medium	Same	Default	0	3306.439
P14	ControllerMethod	LeaningMethod	TRUE	4	21.23999	Right	Medium	Same	Sharp	0	3705.689
P14	ControllerMethod	LeaningMethod	TRUE	5	28.41992	Left	Long	Up	Default	0	4325.948
P14	ControllerMethod	LeaningMethod	TRUE	6	31.11987	Right	Short	Same	Default	0	4524.41
P14	ControllerMethod	LeaningMethod	TRUE	7	37.28003	Left	Long	Same	Sharp	0	5137.246
P14	ControllerMethod	LeaningMethod	TRUE	8	40	Straight	Short	Down	Default	0	5336.059
P14	ControllerMethod	LeaningMethod	TRUE	9	43.02002	Right	Short	Up	Sharp	0	5537.058
P14	ControllerMethod	LeaningMethod	TRUE	10	46.30005	Left	Short	Up	Default	0	5739.389
P14	ControllerMethod	LeaningMethod	TRUE	11	50.8999	Left	Medium	Down	Smooth	0	6144.574
P14	ControllerMethod	LeaningMethod	TRUE	12	57.26001	Left	Long	Same	Smooth	0	6759.064
P14	ControllerMethod	LeaningMethod	TRUE	13	61.58008	Right	Medium	Down	Sharp	0	7161.854
P14	ControllerMethod	LeaningMethod	TRUE	14	62.95996	Right	Short	Down	Smooth	0	7359.144
P14	ControllerMethod	LeaningMethod	TRUE	15	68.57983	Straight	Long	Down	Sharp	0	7973.473
P15	LeaningMethod	LeaningMethod	FALSE	0	0	Straight	Short	Same	Default	9.893222	620.095
P15	LeaningMethod	LeaningMethod	TRUE	1	12.74001	Straight	Medium	Up	Smooth	0	1017.111
P15	LeaningMethod	LeaningMethod	TRUE	2	26.31999	Straight	Short	Up	Sharp	0	1224.838
P15	LeaningMethod	LeaningMethod	TRUE	3	46.03998	Left	Long	Down	Default	0	1911.036
P15	LeaningMethod	LeaningMethod	TRUE	4	51.23999	Straight	Short	Same	Sharp	0	2121.538
P15	LeaningMethod	LeaningMethod	TRUE	5	62.34	Right	Long	Up	Smooth	0	2756.692
P15	LeaningMethod	LeaningMethod	TRUE	6	69.69998	Straight	Medium	Same	Default	0	3157.11
P15	LeaningMethod	LeaningMethod	TRUE	7	84.63998	Left	Medium	Up	Sharp	0	3574.045
P15	LeaningMethod	LeaningMethod	TRUE	8	89.35999	Right	Short	Down	Sharp	0	3780.369
P15	LeaningMethod	LeaningMethod	TRUE	9	97.51996	Straight	Medium	Down	Sharp	0	4190.257
P15	LeaningMethod	LeaningMethod	TRUE	10	101.5	Left	Short	Same	Smooth	0	4394.794
P15	LeaningMethod	LeaningMethod	TRUE	11	112.04	Right	Long	Down	Default	0	5016.254
P15	LeaningMethod	LeaningMethod	TRUE	12	120.4799	Right	Long	Same	Smooth	0	5621.814
P15	LeaningMethod	LeaningMethod	TRUE	13	128.28	Left	Medium	Down	Default	0	6034.333
P15	LeaningMethod	LeaningMethod	TRUE	14	131.5	Left	Short	Same	Default	0	6240.13
P15	LeaningMethod	LeaningMethod	TRUE	15	146.64	Right	Long	Up	Smooth	0	6919.731
P15	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	22.2952
P15	ControllerMethod	LeaningMethod	TRUE	1	15.38	Straight	Medium	Up	Smooth	0	434.9301
P15	ControllerMethod	LeaningMethod	TRUE	2	25.36005	Left	Long	Same	Sharp	0	1034.011
P15	ControllerMethod	LeaningMethod	TRUE	3	30.30005	Left	Short	Down	Sharp	0	1237.227
P15	ControllerMethod	LeaningMethod	TRUE	4	35.29999	Straight	Short	Up	Default	0	1437.838
P15	ControllerMethod	LeaningMethod	TRUE	5	39.12	Right	Short	Same	Default	0	1637.249
P15	ControllerMethod	LeaningMethod	TRUE	6	47.88	Right	Long	Down	Smooth	0	2241.802
P15	ControllerMethod	LeaningMethod	TRUE	7	55.58002	Straight	Medium	Same	Smooth	0	2643.65
P15	ControllerMethod	LeaningMethod	TRUE	8	60.10004	Right	Short	Up	Smooth	0	2845.048
P15	ControllerMethod	LeaningMethod	TRUE	9	69.14001	Straight	Long	Same	Default	0	3448.569
P15	ControllerMethod	LeaningMethod	TRUE	10	77	Left	Medium	Up	Sharp	0	3853.717
P15	ControllerMethod	LeaningMethod	TRUE	11	84.09998	Right	Short	Same	Sharp	0	4065.399
P15	ControllerMethod	LeaningMethod	TRUE	12	91.40002	Right	Medium	Up	Default	0	4468.6
P15	ControllerMethod	LeaningMethod	TRUE	13	101.7	Left	Long	Down	Smooth	0	5093.819
P15	ControllerMethod	LeaningMethod	TRUE	14	110.02	Left	Medium	Down	Sharp	0	5502.51
P15	ControllerMethod	LeaningMethod	TRUE	15	122.7	Straight	Long	Down	Default	0	6110.653
P15	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	27.3982
P15	LeaningMethod	ControllerDistanceMethod	TRUE	1	21.56	Straight	Medium	Up	Smooth	0	616.3266
P15	LeaningMethod	ControllerDistanceMethod	TRUE	2	27.27997	Straight	Short	Up	Default	0	813.4924
P15	LeaningMethod	ControllerDistanceMethod	TRUE	3	36.94	Straight	Short	Same	Default	0	1038.149
P15	LeaningMethod	ControllerDistanceMethod	TRUE	4	54.27997	Right	Medium	Same	Sharp	0	1467.467
P15	LeaningMethod	ControllerDistanceMethod	FALSE	5	81.23999	Left	Short	Up	Sharp	4.076228	1852.865
P15	LeaningMethod	ControllerDistanceMethod	TRUE	6	96.85999	Right	Long	Same	Sharp	0	2377.371
P15	LeaningMethod	ControllerDistanceMethod	TRUE	7	104.9399	Left	Short	Up	Smooth	0	2584.675
P15	LeaningMethod	ControllerDistanceMethod	TRUE	8	117.54	Left	Long	Down	Smooth	0	3206.472
P15	LeaningMethod	ControllerDistanceMethod	TRUE	9	130.9999	Straight	Long	Same	Smooth	0	3813.056
P15	LeaningMethod	ControllerDistanceMethod	TRUE	10	138.16	Right	Medium	Down	Default	0	4216.959
P15	LeaningMethod	ControllerDistanceMethod	TRUE	11	147.8599	Right	Long	Down	Default	0	4830.089
P15	LeaningMethod	ControllerDistanceMethod	TRUE	12	152.34	Right	Short	Same	Smooth	0	5028.075
P15	LeaningMethod	ControllerDistanceMethod	TRUE	13	164.4999	Straight	Medium	Up	Sharp	0	5492.158
P15	LeaningMethod	ControllerDistanceMethod	TRUE	14	173.2799	Left	Medium	Down	Default	0	5901.223
P15	LeaningMethod	ControllerDistanceMethod	TRUE	15	181.7599	Left	Long	Down	Sharp	0	6541.707
P15	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	22.24516
P15	ControllerMethod	ControllerDistanceMethod	TRUE	1	12.17999	Straight	Medium	Up	Smooth	0	425.183
P15	ControllerMethod	ControllerDistanceMethod	TRUE	2	25.73999	Straight	Long	Up	Smooth	0	1029.362
P15	ControllerMethod	ControllerDistanceMethod	TRUE	3	33.76001	Straight	Medium	Same	Default	0	1426.25
P15	ControllerMethod	ControllerDistanceMethod	TRUE	4	41.76001	Right	Medium	Same	Sharp	0	1830.293
P15	ControllerMethod	ControllerDistanceMethod	TRUE	5	51.03998	Left	Long	Up	Default	0	2431.885
P15	ControllerMethod	ControllerDistanceMethod	TRUE	6	57.65997	Right	Short	Same	Default	0	2630.728
P15	ControllerMethod	ControllerDistanceMethod	TRUE	7	68.13995	Left	Long	Same	Sharp	0	3232.284
P15	ControllerMethod	ControllerDistanceMethod	TRUE	8	73.08002	Straight	Short	Down	Default	0	3433.882
P15	ControllerMethod	ControllerDistanceMethod	TRUE	9	75.67999	Right	Short	Up	Sharp	0	3636.669
P15	ControllerMethod	ControllerDistanceMethod	TRUE	10	83.11993	Left	Short	Up	Default	0	3839.881
P15	ControllerMethod	ControllerDistanceMethod	TRUE	11	91.73993	Left	Medium	Down	Smooth	0	4241.584
P15	ControllerMethod	ControllerDistanceMethod	TRUE	12	100.2199	Left	Long	Same	Smooth	0	4844.782
P15	ControllerMethod	ControllerDistanceMethod	TRUE	13	109.28	Right	Medium	Down	Sharp	0	5254.342
P15	ControllerMethod	ControllerDistanceMethod	TRUE	14	115.52	Right	Short	Down	Smooth	0	5460.005
P15	ControllerMethod	ControllerDistanceMethod	TRUE	15	124.6199	Straight	Long	Down	Sharp	0	6088.546
P16	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	21.12789
P16	ControllerMethod	LeaningMethod	TRUE	1	7.659996	Straight	Medium	Up	Smooth	0	427.3365
P16	ControllerMethod	LeaningMethod	TRUE	2	13.47999	Straight	Short	Up	Sharp	0	627.2555
P16	ControllerMethod	LeaningMethod	TRUE	3	17.85999	Left	Long	Down	Default	0	1256.981
P16	ControllerMethod	LeaningMethod	TRUE	4	19.71999	Straight	Short	Same	Sharp	0	1463.119
P16	ControllerMethod	LeaningMethod	TRUE	5	26.23999	Right	Long	Up	Smooth	0	2088.262
P16	ControllerMethod	LeaningMethod	TRUE	6	30.31999	Straight	Medium	Same	Default	0	2493.765
P16	ControllerMethod	LeaningMethod	TRUE	7	37.45999	Left	Medium	Up	Sharp	0	2902.806
P16	ControllerMethod	LeaningMethod	FALSE	8	39.97998	Right	Short	Down	Sharp	9.369588	3200.68
P16	ControllerMethod	LeaningMethod	TRUE	9	41.73999	Straight	Medium	Down	Sharp	0	3518.162
P16	ControllerMethod	LeaningMethod	TRUE	10	43.55999	Left	Short	Same	Smooth	0	3726.913
P16	ControllerMethod	LeaningMethod	TRUE	11	48.15998	Right	Long	Down	Default	0	4361.423
P16	ControllerMethod	LeaningMethod	TRUE	12	52.01998	Right	Long	Same	Smooth	0	4964.769
P16	ControllerMethod	LeaningMethod	TRUE	13	54.77998	Left	Medium	Down	Default	0	5370.119
P16	ControllerMethod	LeaningMethod	TRUE	14	56.33998	Left	Short	Same	Default	0	5571.052
P16	ControllerMethod	LeaningMethod	TRUE	15	63.65998	Right	Long	Up	Smooth	0	6189.462
P16	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	24.51417
P16	ControllerMethod	ControllerDistanceMethod	TRUE	1	7.519989	Straight	Medium	Up	Smooth	0	428.7299
P16	ControllerMethod	ControllerDistanceMethod	TRUE	2	16.06	Left	Long	Same	Sharp	0	1030.494
P16	ControllerMethod	ControllerDistanceMethod	TRUE	3	19.06	Left	Short	Down	Sharp	0	1239.653
P16	ControllerMethod	ControllerDistanceMethod	TRUE	4	21.84	Straight	Short	Up	Default	0	1438.709
P16	ControllerMethod	ControllerDistanceMethod	TRUE	5	25.75998	Right	Short	Same	Default	0	1642.375
P16	ControllerMethod	ControllerDistanceMethod	TRUE	6	32.34	Right	Long	Down	Smooth	0	2261.256
P16	ControllerMethod	ControllerDistanceMethod	TRUE	7	37.28	Straight	Medium	Same	Smooth	0	2667.757
P16	ControllerMethod	ControllerDistanceMethod	TRUE	8	39.13998	Right	Short	Up	Smooth	0	2872.107
P16	ControllerMethod	ControllerDistanceMethod	TRUE	9	45.45999	Straight	Long	Same	Default	0	3475.386
P16	ControllerMethod	ControllerDistanceMethod	FALSE	10	49.21997	Left	Medium	Up	Sharp	3.232651	3971.715
P16	ControllerMethod	ControllerDistanceMethod	TRUE	11	50.21997	Right	Short	Same	Sharp	0	4081.438
P16	ControllerMethod	ControllerDistanceMethod	TRUE	12	53.55997	Right	Medium	Up	Default	0	4483.433
P16	ControllerMethod	ControllerDistanceMethod	TRUE	13	60.85999	Left	Long	Down	Smooth	0	5092.417
P16	ControllerMethod	ControllerDistanceMethod	TRUE	14	65.91998	Left	Medium	Down	Sharp	0	5502.346
P16	ControllerMethod	ControllerDistanceMethod	TRUE	15	72.15997	Straight	Long	Down	Default	0	6115.443
P16	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	23.78244
P16	LeaningMethod	LeaningMethod	TRUE	1	9.899963	Straight	Medium	Up	Smooth	0	428.8243
P16	LeaningMethod	LeaningMethod	TRUE	2	12.88	Straight	Short	Up	Default	0	633.9077
P16	LeaningMethod	LeaningMethod	TRUE	3	15.53998	Straight	Short	Same	Default	0	843.1125
P16	LeaningMethod	LeaningMethod	TRUE	4	19.27997	Right	Medium	Same	Sharp	0	1253.548
P16	LeaningMethod	LeaningMethod	FALSE	5	31.41998	Left	Short	Up	Sharp	3.212472	1551.219
P16	LeaningMethod	LeaningMethod	TRUE	6	39.07996	Right	Long	Same	Sharp	0	2073.861
P16	LeaningMethod	LeaningMethod	TRUE	7	44.35999	Left	Short	Up	Smooth	0	2323.145
P16	LeaningMethod	LeaningMethod	FALSE	8	51.39996	Left	Long	Down	Smooth	6.040575	3095.312
P16	LeaningMethod	LeaningMethod	TRUE	9	57.35999	Straight	Long	Same	Smooth	0	3613.814
P16	LeaningMethod	LeaningMethod	TRUE	10	61.23993	Right	Medium	Down	Default	0	4042.022
P16	LeaningMethod	LeaningMethod	TRUE	11	66.61993	Right	Long	Down	Default	0	4668.375
P16	LeaningMethod	LeaningMethod	TRUE	12	69.09998	Right	Short	Same	Smooth	0	4879.829
P16	LeaningMethod	LeaningMethod	FALSE	13	83.13995	Straight	Medium	Up	Sharp	1.740098	5379.458
P16	LeaningMethod	LeaningMethod	TRUE	14	86.19995	Left	Medium	Down	Default	0	5686.957
P16	LeaningMethod	LeaningMethod	TRUE	15	90.85992	Left	Long	Down	Sharp	0	6324.587
P16	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	25.62161
P16	LeaningMethod	ControllerDistanceMethod	FALSE	1	4.599976	Straight	Medium	Up	Smooth	6.634956	619.7706
P16	LeaningMethod	ControllerDistanceMethod	FALSE	2	8.440002	Straight	Long	Up	Smooth	15.37539	1293.207
P16	LeaningMethod	ControllerDistanceMethod	TRUE	3	17.03998	Straight	Medium	Same	Default	0	1611.741
P16	LeaningMethod	ControllerDistanceMethod	TRUE	4	21.83997	Right	Medium	Same	Sharp	0	2015.588
P16	LeaningMethod	ControllerDistanceMethod	TRUE	5	25.19995	Left	Long	Up	Default	0	2650.275
P16	LeaningMethod	ControllerDistanceMethod	TRUE	6	29.03998	Right	Short	Same	Default	0	2856.662
P16	LeaningMethod	ControllerDistanceMethod	FALSE	7	37.53998	Left	Long	Same	Sharp	3.965159	3568.62
P16	LeaningMethod	ControllerDistanceMethod	TRUE	8	40.85999	Straight	Short	Down	Default	0	3682.55
P16	LeaningMethod	ControllerDistanceMethod	FALSE	9	42.57996	Right	Short	Up	Sharp	6.368025	3942.695
P16	LeaningMethod	ControllerDistanceMethod	FALSE	10	45.03998	Left	Short	Up	Default	86.00007	4131.708
P16	LeaningMethod	ControllerDistanceMethod	TRUE	11	48.45996	Left	Medium	Down	Smooth	0	4447
P16	LeaningMethod	ControllerDistanceMethod	TRUE	12	53.41998	Left	Long	Same	Smooth	0	5059.58
P16	LeaningMethod	ControllerDistanceMethod	FALSE	13	68.49994	Right	Medium	Down	Sharp	3.6387	5664.858
P16	LeaningMethod	ControllerDistanceMethod	FALSE	14	69.83997	Right	Short	Down	Smooth	9.885662	5872.108
P16	LeaningMethod	ControllerDistanceMethod	TRUE	15	79.15997	Straight	Long	Down	Sharp	0	6415.718
P17	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	624.2247
P17	ControllerMethod	ControllerDistanceMethod	TRUE	1	5.739746	Straight	Medium	Up	Smooth	0	1027.877
P17	ControllerMethod	ControllerDistanceMethod	TRUE	2	6.859863	Straight	Short	Up	Sharp	0	1224.5
P17	ControllerMethod	ControllerDistanceMethod	TRUE	3	60.2998	Left	Long	Down	Default	0	1969.281
P17	ControllerMethod	ControllerDistanceMethod	TRUE	4	64.15967	Straight	Short	Same	Sharp	0	2171.987
P17	ControllerMethod	ControllerDistanceMethod	TRUE	5	69.3999	Right	Long	Up	Smooth	0	2790.112
P17	ControllerMethod	ControllerDistanceMethod	TRUE	6	73.6001	Straight	Medium	Same	Default	0	3189.302
P17	ControllerMethod	ControllerDistanceMethod	TRUE	7	75.58008	Left	Medium	Up	Sharp	0	3588.982
P17	ControllerMethod	ControllerDistanceMethod	FALSE	8	78.27979	Right	Short	Down	Sharp	5.705994	3918.964
P17	ControllerMethod	ControllerDistanceMethod	TRUE	9	90.21973	Straight	Medium	Down	Sharp	0	4691.967
P17	ControllerMethod	ControllerDistanceMethod	TRUE	10	92.56006	Left	Short	Same	Smooth	0	4890.234
P17	ControllerMethod	ControllerDistanceMethod	TRUE	11	97.06006	Right	Long	Down	Default	0	5522.907
P17	ControllerMethod	ControllerDistanceMethod	TRUE	12	99.65967	Right	Long	Same	Smooth	0	6123.382
P17	ControllerMethod	ControllerDistanceMethod	TRUE	13	105.3198	Left	Medium	Down	Default	0	6540.7
P17	ControllerMethod	ControllerDistanceMethod	TRUE	14	109.96	Left	Short	Same	Default	0	6918.487
P17	ControllerMethod	ControllerDistanceMethod	TRUE	15	133.2598	Right	Long	Up	Smooth	0	11960.78
P17	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	1758.773
P17	LeaningMethod	ControllerDistanceMethod	FALSE	1	40.31934	Straight	Medium	Up	Smooth	6.681115	2417.49
P17	LeaningMethod	ControllerDistanceMethod	FALSE	2	56.87988	Left	Long	Same	Sharp	110.0709	3135.476
P17	LeaningMethod	ControllerDistanceMethod	TRUE	3	73.05957	Left	Short	Down	Sharp	0	3533.307
P17	LeaningMethod	ControllerDistanceMethod	TRUE	4	78.73926	Straight	Short	Up	Default	0	3762.944
P17	LeaningMethod	ControllerDistanceMethod	TRUE	5	83.55957	Right	Short	Same	Default	0	4028.766
P17	LeaningMethod	ControllerDistanceMethod	TRUE	6	90.73926	Right	Long	Down	Smooth	0	4667.322
P17	LeaningMethod	ControllerDistanceMethod	TRUE	7	96.71973	Straight	Medium	Same	Smooth	0	5113.528
P17	LeaningMethod	ControllerDistanceMethod	TRUE	8	102.4199	Right	Short	Up	Smooth	0	5523.574
P17	LeaningMethod	ControllerDistanceMethod	FALSE	9	110.6992	Straight	Long	Same	Default	6.783628	6328.937
P17	LeaningMethod	ControllerDistanceMethod	FALSE	10	135.5391	Left	Medium	Up	Sharp	141.2334	9094.466
P17	LeaningMethod	ControllerDistanceMethod	TRUE	11	162.5391	Right	Short	Same	Sharp	0	10745.05
P17	LeaningMethod	ControllerDistanceMethod	TRUE	12	170.3994	Right	Medium	Up	Default	0	11210.91
P17	LeaningMethod	ControllerDistanceMethod	TRUE	13	177.1592	Left	Long	Down	Smooth	0	11833.86
P17	LeaningMethod	ControllerDistanceMethod	TRUE	14	182.1797	Left	Medium	Down	Sharp	0	12379.23
P17	LeaningMethod	ControllerDistanceMethod	TRUE	15	185.0596	Straight	Long	Down	Default	0	12993.26
P17	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	4226.271
P17	ControllerMethod	LeaningMethod	TRUE	1	8.419922	Straight	Medium	Up	Smooth	0	4630.271
P17	ControllerMethod	LeaningMethod	TRUE	2	11.2002	Straight	Short	Up	Default	0	4830.3
P17	ControllerMethod	LeaningMethod	TRUE	3	13.81934	Straight	Short	Same	Default	0	5029.32
P17	ControllerMethod	LeaningMethod	TRUE	4	17.21973	Right	Medium	Same	Sharp	0	5431.688
P17	ControllerMethod	LeaningMethod	TRUE	5	24.35938	Left	Short	Up	Sharp	0	5682.627
P17	ControllerMethod	LeaningMethod	TRUE	6	30.93945	Right	Long	Same	Sharp	0	6437.838
P17	ControllerMethod	LeaningMethod	TRUE	7	33.01953	Left	Short	Up	Smooth	0	6675.996
P17	ControllerMethod	LeaningMethod	TRUE	8	35.5	Left	Long	Down	Smooth	0	7327.946
P17	ControllerMethod	LeaningMethod	FALSE	9	38.89941	Straight	Long	Same	Smooth	7.648582	8016.8
P17	ControllerMethod	LeaningMethod	TRUE	10	51.13965	Right	Medium	Down	Default	0	9228.801
P17	ControllerMethod	LeaningMethod	FALSE	11	53.66016	Right	Long	Down	Default	3.806923	9938.244
P17	ControllerMethod	LeaningMethod	TRUE	12	54.16016	Right	Short	Same	Smooth	0	10057.8
P17	ControllerMethod	LeaningMethod	TRUE	13	78.7793	Straight	Medium	Up	Sharp	0	13287.38
P17	ControllerMethod	LeaningMethod	TRUE	14	80.63965	Left	Medium	Down	Default	0	13691.1
P17	ControllerMethod	LeaningMethod	FALSE	15	83.12012	Left	Long	Down	Sharp	2.297089	14383.83
P17	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	2093.987
P17	LeaningMethod	LeaningMethod	TRUE	1	27.17969	Straight	Medium	Up	Smooth	0	3355.198
P17	LeaningMethod	LeaningMethod	TRUE	2	33.33984	Straight	Long	Up	Smooth	0	3982.476
P17	LeaningMethod	LeaningMethod	TRUE	3	35.67969	Straight	Medium	Same	Default	0	4392.906
P17	LeaningMethod	LeaningMethod	TRUE	4	38.2998	Right	Medium	Same	Sharp	0	4822.6
P17	LeaningMethod	LeaningMethod	TRUE	5	41.04004	Left	Long	Up	Default	0	5474.871
P17	LeaningMethod	LeaningMethod	TRUE	6	43.04004	Right	Short	Same	Default	0	5745.075
P17	LeaningMethod	LeaningMethod	FALSE	7	45.66016	Left	Long	Same	Sharp	7.921062	6454.108
P17	LeaningMethod	LeaningMethod	FALSE	8	46.41992	Straight	Short	Down	Default	12.68981	6656.326
P17	LeaningMethod	LeaningMethod	FALSE	9	58.41992	Right	Short	Up	Sharp	14.69593	8040.419
