participant	steering_method	speed_method	hit	coin	time	direction	distance	altitude	sharpness	missdistance	traveldistance
P20	LeaningMethod	ControllerDistanceMethod	TRUE	11	102.5	Left	Medium	Down	Smooth	0	9989.211
P20	LeaningMethod	ControllerDistanceMethod	TRUE	12	106.62	Left	Long	Same	Smooth	0	10609.15
P20	LeaningMethod	ControllerDistanceMethod	TRUE	13	111.34	Right	Medium	Down	Sharp	0	11018.72
P20	LeaningMethod	ControllerDistanceMethod	TRUE	14	113.72	Right	Short	Down	Smooth	0	11218.65
P20	LeaningMethod	ControllerDistanceMethod	TRUE	15	119.26	Straight	Long	Down	Sharp	0	11824.94
P21	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	5562.733
P21	ControllerMethod	ControllerDistanceMethod	TRUE	1	4.399902	Straight	Medium	Up	Smooth	0	5973.063
P21	ControllerMethod	ControllerDistanceMethod	TRUE	2	6.379883	Straight	Short	Up	Sharp	0	6181.791
P21	ControllerMethod	ControllerDistanceMethod	TRUE	3	16.86035	Left	Long	Down	Default	0	6795.05
P21	ControllerMethod	ControllerDistanceMethod	TRUE	4	19.78027	Straight	Short	Same	Sharp	0	6995.723
P21	ControllerMethod	ControllerDistanceMethod	TRUE	5	23.91992	Right	Long	Up	Smooth	0	7616.898
P21	ControllerMethod	ControllerDistanceMethod	TRUE	6	29.93994	Straight	Medium	Same	Default	0	8030.559
P21	ControllerMethod	ControllerDistanceMethod	FALSE	7	38.22021	Left	Medium	Up	Sharp	2.617466	8519.189
P21	ControllerMethod	ControllerDistanceMethod	TRUE	8	39.68018	Right	Short	Down	Sharp	0	8616.919
P21	ControllerMethod	ControllerDistanceMethod	TRUE	9	44.02002	Straight	Medium	Down	Sharp	0	9018.639
P21	ControllerMethod	ControllerDistanceMethod	TRUE	10	49.35986	Left	Short	Same	Smooth	0	9223.045
P21	ControllerMethod	ControllerDistanceMethod	TRUE	11	56.28027	Right	Long	Down	Default	0	9827.412
P21	ControllerMethod	ControllerDistanceMethod	TRUE	12	63.30029	Right	Long	Same	Smooth	0	10435.27
P21	ControllerMethod	ControllerDistanceMethod	FALSE	13	74.72021	Left	Medium	Down	Default	5.453916	10942.23
P21	ControllerMethod	ControllerDistanceMethod	TRUE	14	77.91992	Left	Short	Same	Default	0	11051.86
P21	ControllerMethod	ControllerDistanceMethod	TRUE	15	90.66016	Right	Long	Up	Smooth	0	11677.34
P21	LeaningMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	11.70746	59.99967
P21	LeaningMethod	ControllerDistanceMethod	TRUE	1	9.540039	Straight	Medium	Up	Smooth	0	724.6613
P21	LeaningMethod	ControllerDistanceMethod	TRUE	2	24.78027	Left	Long	Same	Sharp	0	1562.478
P21	LeaningMethod	ControllerDistanceMethod	FALSE	3	27.66016	Left	Short	Down	Sharp	7.368655	1915.516
P21	LeaningMethod	ControllerDistanceMethod	FALSE	4	31.22021	Straight	Short	Up	Default	16.708	2185.966
P21	LeaningMethod	ControllerDistanceMethod	FALSE	5	34.1001	Right	Short	Same	Default	11.14161	2406.408
P21	LeaningMethod	ControllerDistanceMethod	FALSE	6	40.76025	Right	Long	Down	Smooth	9.77492	3080.852
P21	LeaningMethod	ControllerDistanceMethod	FALSE	7	48.26025	Straight	Medium	Same	Smooth	8.435714	3647.38
P21	LeaningMethod	ControllerDistanceMethod	TRUE	8	50.34033	Right	Short	Up	Smooth	0	3753.506
P21	LeaningMethod	ControllerDistanceMethod	TRUE	9	60.68018	Straight	Long	Same	Default	0	4395.174
P21	LeaningMethod	ControllerDistanceMethod	TRUE	10	73.82031	Left	Medium	Up	Sharp	0	4867.977
P21	LeaningMethod	ControllerDistanceMethod	FALSE	11	78.26025	Right	Short	Same	Sharp	8.580344	5178.562
P21	LeaningMethod	ControllerDistanceMethod	TRUE	12	82.34033	Right	Medium	Up	Default	0	5476.639
P21	LeaningMethod	ControllerDistanceMethod	TRUE	13	89.2002	Left	Long	Down	Smooth	0	6119.014
P21	LeaningMethod	ControllerDistanceMethod	TRUE	14	91.87988	Left	Medium	Down	Sharp	0	6524.833
P21	LeaningMethod	ControllerDistanceMethod	FALSE	15	101.3799	Straight	Long	Down	Default	4.767287	7728.389
P21	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	23.36867
P21	ControllerMethod	LeaningMethod	FALSE	1	48.8999	Straight	Medium	Up	Smooth	6.456393	506.739
P21	ControllerMethod	LeaningMethod	FALSE	2	54.07959	Straight	Short	Up	Default	110.3774	710.4573
P21	ControllerMethod	LeaningMethod	FALSE	3	56.83984	Straight	Short	Same	Default	86.15263	911.9559
P21	ControllerMethod	LeaningMethod	TRUE	4	61.63965	Right	Medium	Same	Sharp	0	1229.595
P21	ControllerMethod	LeaningMethod	FALSE	5	81.63965	Left	Short	Up	Sharp	7.652071	1509.241
P21	ControllerMethod	LeaningMethod	FALSE	6	92.57959	Right	Long	Same	Sharp	133.6678	2127.639
P21	ControllerMethod	LeaningMethod	FALSE	7	93.93994	Left	Short	Up	Smooth	337.5683	2339.958
P21	ControllerMethod	LeaningMethod	FALSE	8	110.6997	Left	Long	Down	Smooth	379.4344	2906.682
P21	ControllerMethod	LeaningMethod	FALSE	9	118.5396	Straight	Long	Same	Smooth	378.4794	3509.271
P21	ControllerMethod	LeaningMethod	FALSE	10	124.98	Right	Medium	Down	Default	257.5554	3883.988
P21	ControllerMethod	LeaningMethod	TRUE	11	134.9795	Right	Long	Down	Default	0	4398.305
P21	ControllerMethod	LeaningMethod	TRUE	12	138.8198	Right	Short	Same	Smooth	0	4600.287
P21	ControllerMethod	LeaningMethod	FALSE	13	149.3999	Straight	Medium	Up	Sharp	5.400998	5067.987
P21	ControllerMethod	LeaningMethod	TRUE	14	156.3599	Left	Medium	Down	Default	0	5349.725
P21	ControllerMethod	LeaningMethod	TRUE	15	163.2397	Left	Long	Down	Sharp	0	5951.718
P21	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	839.243
P21	LeaningMethod	LeaningMethod	TRUE	1	5.680176	Straight	Medium	Up	Smooth	0	1268.315
P21	LeaningMethod	LeaningMethod	TRUE	2	13.54004	Straight	Long	Up	Smooth	0	1889.671
P21	LeaningMethod	LeaningMethod	TRUE	3	17.04004	Straight	Medium	Same	Default	0	2297.331
P21	LeaningMethod	LeaningMethod	TRUE	4	20.52002	Right	Medium	Same	Sharp	0	2729.99
P21	LeaningMethod	LeaningMethod	TRUE	5	27.76025	Left	Long	Up	Default	0	3447.77
P21	LeaningMethod	LeaningMethod	TRUE	6	29.14014	Right	Short	Same	Default	0	3671.402
P21	LeaningMethod	LeaningMethod	FALSE	7	34.28027	Left	Long	Same	Sharp	9.317386	4423.849
P21	LeaningMethod	LeaningMethod	TRUE	8	34.97998	Straight	Short	Down	Default	0	4537.288
P21	LeaningMethod	LeaningMethod	FALSE	9	37.87988	Right	Short	Up	Sharp	7.467922	4819.62
P21	LeaningMethod	LeaningMethod	FALSE	10	39.2002	Left	Short	Up	Default	102.5537	5008.249
P21	LeaningMethod	LeaningMethod	FALSE	11	41.85986	Left	Medium	Down	Smooth	221.6167	5396.252
P21	LeaningMethod	LeaningMethod	FALSE	12	46.3999	Left	Long	Same	Smooth	441.8577	6156.777
P21	LeaningMethod	LeaningMethod	TRUE	13	48.93994	Right	Medium	Down	Sharp	0	6572.527
P21	LeaningMethod	LeaningMethod	FALSE	14	50.7998	Right	Short	Down	Smooth	3.745475	6883.287
P21	LeaningMethod	LeaningMethod	TRUE	15	53.12012	Straight	Long	Down	Sharp	0	7402.974
P22	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	44.18437
P22	LeaningMethod	ControllerDistanceMethod	TRUE	1	9.139984	Straight	Medium	Up	Smooth	0	460.8479
P22	LeaningMethod	ControllerDistanceMethod	TRUE	2	12.75999	Straight	Short	Up	Sharp	0	659.9088
P22	LeaningMethod	ControllerDistanceMethod	TRUE	3	28.07999	Left	Long	Down	Default	0	1287.275
P22	LeaningMethod	ControllerDistanceMethod	TRUE	4	30.29999	Straight	Short	Same	Sharp	0	1489.972
P22	LeaningMethod	ControllerDistanceMethod	TRUE	5	35.75998	Right	Long	Up	Smooth	0	2097.023
P22	LeaningMethod	ControllerDistanceMethod	TRUE	6	40.69998	Straight	Medium	Same	Default	0	2498.923
P22	LeaningMethod	ControllerDistanceMethod	FALSE	7	50.13997	Left	Medium	Up	Sharp	3.536288	3060.067
P22	LeaningMethod	ControllerDistanceMethod	TRUE	8	54.21997	Right	Short	Down	Sharp	0	3206.465
P22	LeaningMethod	ControllerDistanceMethod	TRUE	9	60.79997	Straight	Medium	Down	Sharp	0	3604.258
P22	LeaningMethod	ControllerDistanceMethod	TRUE	10	63.51997	Left	Short	Same	Smooth	0	3808.818
P22	LeaningMethod	ControllerDistanceMethod	TRUE	11	71.93997	Right	Long	Down	Default	0	4427.087
P22	LeaningMethod	ControllerDistanceMethod	TRUE	12	78.61996	Right	Long	Same	Smooth	0	5028.04
P22	LeaningMethod	ControllerDistanceMethod	TRUE	13	86.59996	Left	Medium	Down	Default	0	5440.755
P22	LeaningMethod	ControllerDistanceMethod	TRUE	14	89.39996	Left	Short	Same	Default	0	5643.323
P22	LeaningMethod	ControllerDistanceMethod	TRUE	15	96.29996	Right	Long	Up	Smooth	0	6251.397
P22	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	58.27056
P22	LeaningMethod	LeaningMethod	TRUE	1	5.119995	Straight	Medium	Up	Smooth	0	462.9507
P22	LeaningMethod	LeaningMethod	TRUE	2	12.16	Left	Long	Same	Sharp	0	1071.204
P22	LeaningMethod	LeaningMethod	TRUE	3	13.94	Left	Short	Down	Sharp	0	1280.163
P22	LeaningMethod	LeaningMethod	TRUE	4	17.03998	Straight	Short	Up	Default	0	1484.191
P22	LeaningMethod	LeaningMethod	TRUE	5	20	Right	Short	Same	Default	0	1697.344
P22	LeaningMethod	LeaningMethod	TRUE	6	25.31998	Right	Long	Down	Smooth	0	2296.199
P22	LeaningMethod	LeaningMethod	TRUE	7	28.71997	Straight	Medium	Same	Smooth	0	2698.413
P22	LeaningMethod	LeaningMethod	TRUE	8	31.71997	Right	Short	Up	Smooth	0	2901.698
P22	LeaningMethod	LeaningMethod	TRUE	9	36.75998	Straight	Long	Same	Default	0	3507.198
P22	LeaningMethod	LeaningMethod	TRUE	10	40.99997	Left	Medium	Up	Sharp	0	3909.878
P22	LeaningMethod	LeaningMethod	TRUE	11	42.73999	Right	Short	Same	Sharp	0	4114.251
P22	LeaningMethod	LeaningMethod	TRUE	12	45.83997	Right	Medium	Up	Default	0	4520.755
P22	LeaningMethod	LeaningMethod	TRUE	13	49.43997	Left	Long	Down	Smooth	0	5125.622
P22	LeaningMethod	LeaningMethod	TRUE	14	52.51999	Left	Medium	Down	Sharp	0	5530.154
P22	LeaningMethod	LeaningMethod	TRUE	15	56.43997	Straight	Long	Down	Default	0	6135.224
P22	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	21.7166
P22	ControllerMethod	ControllerDistanceMethod	TRUE	1	3.26001	Straight	Medium	Up	Smooth	0	424.3171
P22	ControllerMethod	ControllerDistanceMethod	TRUE	2	4.380005	Straight	Short	Up	Default	0	627.0181
P22	ControllerMethod	ControllerDistanceMethod	TRUE	3	5.660004	Straight	Short	Same	Default	0	828.9483
P22	ControllerMethod	ControllerDistanceMethod	TRUE	4	8.600006	Right	Medium	Same	Sharp	0	1227.849
P22	ControllerMethod	ControllerDistanceMethod	TRUE	5	10.28	Left	Short	Up	Sharp	0	1426.45
P22	ControllerMethod	ControllerDistanceMethod	TRUE	6	14.78	Right	Long	Same	Sharp	0	2028.751
P22	ControllerMethod	ControllerDistanceMethod	TRUE	7	17.16	Left	Short	Up	Smooth	0	2229.619
P22	ControllerMethod	ControllerDistanceMethod	TRUE	8	22.10001	Left	Long	Down	Smooth	0	2832.997
P22	ControllerMethod	ControllerDistanceMethod	TRUE	9	25.89999	Straight	Long	Same	Smooth	0	3435.177
P22	ControllerMethod	ControllerDistanceMethod	TRUE	10	28.62	Right	Medium	Down	Default	0	3834.276
P22	ControllerMethod	ControllerDistanceMethod	TRUE	11	31.98001	Right	Long	Down	Default	0	4431.688
P22	ControllerMethod	ControllerDistanceMethod	TRUE	12	32.95999	Right	Short	Same	Smooth	0	4637.626
P22	ControllerMethod	ControllerDistanceMethod	TRUE	13	34.82001	Straight	Medium	Up	Sharp	0	5031.977
P22	ControllerMethod	ControllerDistanceMethod	TRUE	14	38.17999	Left	Medium	Down	Default	0	5430.624
P22	ControllerMethod	ControllerDistanceMethod	TRUE	15	42.84	Left	Long	Down	Sharp	0	6037.305
P22	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	22.13323
P22	ControllerMethod	LeaningMethod	TRUE	1	3.300018	Straight	Medium	Up	Smooth	0	426.7011
P22	ControllerMethod	LeaningMethod	TRUE	2	5.940002	Straight	Long	Up	Smooth	0	1026.079
P22	ControllerMethod	LeaningMethod	TRUE	3	7.860016	Straight	Medium	Same	Default	0	1435.28
P22	ControllerMethod	LeaningMethod	TRUE	4	10.92001	Right	Medium	Same	Sharp	0	1831.521
P22	ControllerMethod	LeaningMethod	TRUE	5	15.58002	Left	Long	Up	Default	0	2433.666
P22	ControllerMethod	LeaningMethod	TRUE	6	17.79999	Right	Short	Same	Default	0	2645.18
P22	ControllerMethod	LeaningMethod	TRUE	7	24.28	Left	Long	Same	Sharp	0	3284.941
P22	ControllerMethod	LeaningMethod	TRUE	8	26.78	Straight	Short	Down	Default	0	3488.001
P22	ControllerMethod	LeaningMethod	TRUE	9	30.98001	Right	Short	Up	Sharp	0	3691.645
P22	ControllerMethod	LeaningMethod	TRUE	10	32.93997	Left	Short	Up	Default	0	3888.139
P22	ControllerMethod	LeaningMethod	TRUE	11	35.30002	Left	Medium	Down	Smooth	0	4288.353
P22	ControllerMethod	LeaningMethod	TRUE	12	39.63998	Left	Long	Same	Smooth	0	4889.816
P22	ControllerMethod	LeaningMethod	TRUE	13	43.95999	Right	Medium	Down	Sharp	0	5296.048
P22	ControllerMethod	LeaningMethod	TRUE	14	45.87997	Right	Short	Down	Smooth	0	5494.233
P22	ControllerMethod	LeaningMethod	TRUE	15	48.99997	Straight	Long	Down	Sharp	0	6101.147
P23	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	3805.562
P23	LeaningMethod	LeaningMethod	FALSE	1	23.93994	Straight	Medium	Up	Smooth	8.158917	4293.792
P23	LeaningMethod	LeaningMethod	FALSE	2	34.21997	Straight	Short	Up	Sharp	95.0873	4692.076
P23	LeaningMethod	LeaningMethod	TRUE	3	40.88	Left	Long	Down	Default	0	5170.151
P23	LeaningMethod	LeaningMethod	TRUE	4	44.09998	Straight	Short	Same	Sharp	0	5396.855
P23	LeaningMethod	LeaningMethod	TRUE	5	56.90002	Right	Long	Up	Smooth	0	6165.238
P23	LeaningMethod	LeaningMethod	TRUE	6	62.03992	Straight	Medium	Same	Default	0	6589.265
P23	LeaningMethod	LeaningMethod	FALSE	7	88.76001	Left	Medium	Up	Sharp	4.607955	7274.816
P23	LeaningMethod	LeaningMethod	FALSE	8	91.31995	Right	Short	Down	Sharp	7.976443	7484.604
P23	LeaningMethod	LeaningMethod	TRUE	9	94.73999	Straight	Medium	Down	Sharp	0	7820.619
P23	LeaningMethod	LeaningMethod	FALSE	10	100.5	Left	Short	Same	Smooth	6.637641	8169.051
P23	LeaningMethod	LeaningMethod	TRUE	11	106.2999	Right	Long	Down	Default	0	8690.944
P23	LeaningMethod	LeaningMethod	TRUE	12	116.0599	Right	Long	Same	Smooth	0	9324.331
P23	LeaningMethod	LeaningMethod	TRUE	13	120.9399	Left	Medium	Down	Default	0	9750.26
P23	LeaningMethod	LeaningMethod	TRUE	14	125.26	Left	Short	Same	Default	0	10016.03
P23	LeaningMethod	LeaningMethod	TRUE	15	150.7599	Right	Long	Up	Smooth	0	11125.13
P23	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	3915.581
P23	ControllerMethod	LeaningMethod	TRUE	1	9.940186	Straight	Medium	Up	Smooth	0	4323.729
P23	ControllerMethod	LeaningMethod	TRUE	2	17.88013	Left	Long	Same	Sharp	0	4937.933
P23	ControllerMethod	LeaningMethod	TRUE	3	28.56006	Left	Short	Down	Sharp	0	5678.423
P23	ControllerMethod	LeaningMethod	TRUE	4	33.94019	Straight	Short	Up	Default	0	5877.484
P23	ControllerMethod	LeaningMethod	TRUE	5	36.96021	Right	Short	Same	Default	0	6089.013
P23	ControllerMethod	LeaningMethod	TRUE	6	63.04004	Right	Long	Down	Smooth	0	7934.199
P23	ControllerMethod	LeaningMethod	TRUE	7	68.1001	Straight	Medium	Same	Smooth	0	8547.36
P23	ControllerMethod	LeaningMethod	TRUE	8	71.42017	Right	Short	Up	Smooth	0	8762.341
P23	ControllerMethod	LeaningMethod	TRUE	9	78.06006	Straight	Long	Same	Default	0	9378.961
P23	ControllerMethod	LeaningMethod	FALSE	10	96.04004	Left	Medium	Up	Sharp	4.088487	10938.38
P23	ControllerMethod	LeaningMethod	FALSE	11	100.96	Right	Short	Same	Sharp	10.90719	11187.02
P23	ControllerMethod	LeaningMethod	TRUE	12	104.72	Right	Medium	Up	Default	0	11508.08
P23	ControllerMethod	LeaningMethod	TRUE	13	109.6802	Left	Long	Down	Smooth	0	12137.2
P23	ControllerMethod	LeaningMethod	FALSE	14	112.6201	Left	Medium	Down	Sharp	3.835567	12637.14
P23	ControllerMethod	LeaningMethod	TRUE	15	118.26	Straight	Long	Down	Default	0	13153.12
P23	LeaningMethod	ControllerDistanceMethod	FALSE	0	0	Straight	Short	Same	Default	8.574622	3752.834
P23	LeaningMethod	ControllerDistanceMethod	FALSE	1	38.71997	Straight	Medium	Up	Smooth	10.80962	4989.98
P23	LeaningMethod	ControllerDistanceMethod	FALSE	2	95.69995	Straight	Short	Up	Default	9.478539	5488.453
P23	LeaningMethod	ControllerDistanceMethod	TRUE	3	98.43994	Straight	Short	Same	Default	0	5600.135
P23	LeaningMethod	ControllerDistanceMethod	TRUE	4	102.1799	Right	Medium	Same	Sharp	0	6018.539
P23	LeaningMethod	ControllerDistanceMethod	TRUE	5	109.8398	Left	Short	Up	Sharp	0	6641.756
P23	LeaningMethod	ControllerDistanceMethod	TRUE	6	116.74	Right	Long	Same	Sharp	0	7298.173
P23	LeaningMethod	ControllerDistanceMethod	FALSE	7	127.52	Left	Short	Up	Smooth	4.821256	7653.388
P23	LeaningMethod	ControllerDistanceMethod	TRUE	8	138.02	Left	Long	Down	Smooth	0	8260.563
P23	LeaningMethod	ControllerDistanceMethod	TRUE	9	146.7	Straight	Long	Same	Smooth	0	8881.378
P23	LeaningMethod	ControllerDistanceMethod	FALSE	10	150.3999	Right	Medium	Down	Default	4.575252	9459.947
P23	LeaningMethod	ControllerDistanceMethod	FALSE	11	156.5798	Right	Long	Down	Default	9.009917	10164.08
P23	LeaningMethod	ControllerDistanceMethod	TRUE	12	157.54	Right	Short	Same	Smooth	0	10265.43
P23	LeaningMethod	ControllerDistanceMethod	TRUE	13	213.5	Straight	Medium	Up	Sharp	0	11166.64
P23	LeaningMethod	ControllerDistanceMethod	TRUE	14	216.72	Left	Medium	Down	Default	0	11607.21
P23	LeaningMethod	ControllerDistanceMethod	TRUE	15	219.78	Left	Long	Down	Sharp	0	12221.04
P23	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	2463.089
P23	ControllerMethod	ControllerDistanceMethod	FALSE	1	41.14014	Straight	Medium	Up	Smooth	3.857966	3015.337
P23	ControllerMethod	ControllerDistanceMethod	FALSE	2	73.02002	Straight	Long	Up	Smooth	36.02053	3666.458
P23	ControllerMethod	ControllerDistanceMethod	TRUE	3	96.21997	Straight	Medium	Same	Default	0	3992.896
P23	ControllerMethod	ControllerDistanceMethod	TRUE	4	101.1802	Right	Medium	Same	Sharp	0	4412.28
P23	ControllerMethod	ControllerDistanceMethod	TRUE	5	153.8201	Left	Long	Up	Default	0	5119.805
P23	ControllerMethod	ControllerDistanceMethod	TRUE	6	159.4199	Right	Short	Same	Default	0	5319.296
P23	ControllerMethod	ControllerDistanceMethod	TRUE	7	179.6799	Left	Long	Same	Sharp	0	5944.917
P23	ControllerMethod	ControllerDistanceMethod	TRUE	8	182.6401	Straight	Short	Down	Default	0	6150.641
P23	ControllerMethod	ControllerDistanceMethod	FALSE	9	183.96	Right	Short	Up	Sharp	4.900942	6557.255
P23	ControllerMethod	ControllerDistanceMethod	TRUE	10	190.6599	Left	Short	Up	Default	0	6896.762
P23	ControllerMethod	ControllerDistanceMethod	TRUE	11	198.54	Left	Medium	Down	Smooth	0	7313.402
P23	ControllerMethod	ControllerDistanceMethod	TRUE	12	208.02	Left	Long	Same	Smooth	0	7944.259
P23	ControllerMethod	ControllerDistanceMethod	TRUE	13	215.02	Right	Medium	Down	Sharp	0	8345.9
P23	ControllerMethod	ControllerDistanceMethod	TRUE	14	217.3999	Right	Short	Down	Smooth	0	8561.68
P23	ControllerMethod	ControllerDistanceMethod	TRUE	15	225.1201	Straight	Long	Down	Sharp	0	9162.763
P24	ControllerMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	1109.913
P24	ControllerMethod	LeaningMethod	TRUE	1	9.059998	Straight	Medium	Up	Smooth	0	1510.482
P24	ControllerMethod	LeaningMethod	TRUE	2	19.48	Straight	Short	Up	Sharp	0	1712.99
P24	ControllerMethod	LeaningMethod	TRUE	3	26.81999	Left	Long	Down	Default	0	2495.5
P24	ControllerMethod	LeaningMethod	TRUE	4	30.92	Straight	Short	Same	Sharp	0	2698.851
P24	ControllerMethod	LeaningMethod	TRUE	5	37.93999	Right	Long	Up	Smooth	0	3307.744
P24	ControllerMethod	LeaningMethod	TRUE	6	41.15999	Straight	Medium	Same	Default	0	3707.638
P24	ControllerMethod	LeaningMethod	TRUE	7	46.21999	Left	Medium	Up	Sharp	0	4119.436
P24	ControllerMethod	LeaningMethod	TRUE	8	48.15999	Right	Short	Down	Sharp	0	4322.533
P24	ControllerMethod	LeaningMethod	TRUE	9	53.63998	Straight	Medium	Down	Sharp	0	4728.41
P24	ControllerMethod	LeaningMethod	TRUE	10	56.43999	Left	Short	Same	Smooth	0	4929.074
P24	ControllerMethod	LeaningMethod	TRUE	11	62.45998	Right	Long	Down	Default	0	5540.911
P24	ControllerMethod	LeaningMethod	TRUE	12	67.43999	Right	Long	Same	Smooth	0	6140.486
P24	ControllerMethod	LeaningMethod	TRUE	13	71.57999	Left	Medium	Down	Default	0	6541.594
P24	ControllerMethod	LeaningMethod	TRUE	14	72.97998	Left	Short	Same	Default	0	6741.07
P24	ControllerMethod	LeaningMethod	TRUE	15	79.15997	Right	Long	Up	Smooth	0	7381.61
P24	ControllerMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	22.12318
P24	ControllerMethod	ControllerDistanceMethod	TRUE	1	3.480011	Straight	Medium	Up	Smooth	0	424.4994
P24	ControllerMethod	ControllerDistanceMethod	TRUE	2	8.97998	Left	Long	Same	Sharp	0	1036.679
P24	ControllerMethod	ControllerDistanceMethod	TRUE	3	12.38	Left	Short	Down	Sharp	0	1236.313
P24	ControllerMethod	ControllerDistanceMethod	TRUE	4	14.07999	Straight	Short	Up	Default	0	1436.85
P24	ControllerMethod	ControllerDistanceMethod	TRUE	5	15.88	Right	Short	Same	Default	0	1638.266
P24	ControllerMethod	ControllerDistanceMethod	TRUE	6	19.94	Right	Long	Down	Smooth	0	2240.975
P24	ControllerMethod	ControllerDistanceMethod	TRUE	7	22.41998	Straight	Medium	Same	Smooth	0	2647.833
P24	ControllerMethod	ControllerDistanceMethod	TRUE	8	23.95999	Right	Short	Up	Smooth	0	2853.458
P24	ControllerMethod	ControllerDistanceMethod	TRUE	9	27.85999	Straight	Long	Same	Default	0	3454.62
P24	ControllerMethod	ControllerDistanceMethod	TRUE	10	30.12	Left	Medium	Up	Sharp	0	3866.65
P24	ControllerMethod	ControllerDistanceMethod	TRUE	11	32.19998	Right	Short	Same	Sharp	0	4076.356
P24	ControllerMethod	ControllerDistanceMethod	TRUE	12	34.89999	Right	Medium	Up	Default	0	4479.645
P24	ControllerMethod	ControllerDistanceMethod	TRUE	13	41.23999	Left	Long	Down	Smooth	0	5112.087
P24	ControllerMethod	ControllerDistanceMethod	TRUE	14	44.35999	Left	Medium	Down	Sharp	0	5510.935
P24	ControllerMethod	ControllerDistanceMethod	TRUE	15	48.03998	Straight	Long	Down	Default	0	6113.809
P24	LeaningMethod	LeaningMethod	TRUE	0	0	Straight	Short	Same	Default	0	36.60611
P24	LeaningMethod	LeaningMethod	TRUE	1	5.940002	Straight	Medium	Up	Smooth	0	467.876
P24	LeaningMethod	LeaningMethod	FALSE	2	9.540009	Straight	Short	Up	Default	6.494181	801.5502
P24	LeaningMethod	LeaningMethod	TRUE	3	10.67999	Straight	Short	Same	Default	0	915.9814
P24	LeaningMethod	LeaningMethod	TRUE	4	14.23999	Right	Medium	Same	Sharp	0	1324.38
P24	LeaningMethod	LeaningMethod	TRUE	5	17.78	Left	Short	Up	Sharp	0	1540.557
P24	LeaningMethod	LeaningMethod	TRUE	6	23.06	Right	Long	Same	Sharp	0	2165.408
P24	LeaningMethod	LeaningMethod	FALSE	7	25.59998	Left	Short	Up	Smooth	1.773988	2455.538
P24	LeaningMethod	LeaningMethod	TRUE	8	30.41998	Left	Long	Down	Smooth	0	3018.759
P24	LeaningMethod	LeaningMethod	TRUE	9	35.17999	Straight	Long	Same	Smooth	0	3628.484
P24	LeaningMethod	LeaningMethod	TRUE	10	37.79999	Right	Medium	Down	Default	0	4041.055
P24	LeaningMethod	LeaningMethod	TRUE	11	41.29999	Right	Long	Down	Default	0	4645.636
P24	LeaningMethod	LeaningMethod	TRUE	12	42.59998	Right	Short	Same	Smooth	0	4848.447
P24	LeaningMethod	LeaningMethod	TRUE	13	46.56	Straight	Medium	Up	Sharp	0	5256.503
P24	LeaningMethod	LeaningMethod	TRUE	14	49.93997	Left	Medium	Down	Default	0	5671.182
P24	LeaningMethod	LeaningMethod	FALSE	15	54.01999	Left	Long	Down	Sharp	7.789407	6370.041
P24	LeaningMethod	ControllerDistanceMethod	TRUE	0	0	Straight	Short	Same	Default	0	24.97816
P24	LeaningMethod	ControllerDistanceMethod	TRUE	1	5.380005	Straight	Medium	Up	Smooth	0	476.4266
P24	LeaningMethod	ControllerDistanceMethod	FALSE	2	11.98004	Straight	Long	Up	Smooth	5.726383	1224.383
P24	LeaningMethod	ControllerDistanceMethod	TRUE	3	14.44	Straight	Medium	Same	Default	0	1546.237
P24	LeaningMethod	ControllerDistanceMethod	FALSE	4	17.84003	Right	Medium	Same	Sharp	3.912797	2031.461
P24	LeaningMethod	ControllerDistanceMethod	TRUE	5	22.16003	Left	Long	Up	Default	0	2620.037
P24	LeaningMethod	ControllerDistanceMethod	TRUE	6	24.08002	Right	Short	Same	Default	0	2831.645
P24	LeaningMethod	ControllerDistanceMethod	FALSE	7	29.28003	Left	Long	Same	Sharp	2.412579	3570.788
P24	LeaningMethod	ControllerDistanceMethod	TRUE	8	30.08002	Straight	Short	Down	Default	0	3686.143
P24	LeaningMethod	ControllerDistanceMethod	FALSE	9	32.67999	Right	Short	Up	Sharp	1.798823	4117.988
P24	LeaningMethod	ControllerDistanceMethod	TRUE	10	34.26001	Left	Short	Up	Default	0	4216.005
P24	LeaningMethod	ControllerDistanceMethod	TRUE	11	37.40002	Left	Medium	Down	Smooth	0	4622.855
